iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnkTSD(1)	M_lnkAS(1)	M_lnkAD(1)	M_lnVMaxC(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISOx(1)	M_lnISTCA(1)	M_lnISConj(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnkTSD(1)	V_lnkAS(1)	V_lnkAD(1)	V_lnVMaxC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISOx(1)	V_lnISTCA(1)	V_lnISConj(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnkTSD(1.1)	lnkAS(1.1)	lnkAD(1.1)	lnVMaxC(1.1)	lnVMaxDCVGC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnkTSD(1.2)	lnkAS(1.2)	lnkAD(1.2)	lnVMaxC(1.2)	lnVMaxDCVGC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnkTSD(1.3)	lnkAS(1.3)	lnkAD(1.3)	lnVMaxC(1.3)	lnVMaxDCVGC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnkTSD(1.4)	lnkAS(1.4)	lnkAD(1.4)	lnVMaxC(1.4)	LnPrior	LnData	LnPosterior
195300	3.23752	1.4867	1.70583	0.77709	0.713877	0.937824	0.0599948	1.52132	0.415629	0.951322	0.976414	0.104266	0.769724	0.660216	0.617739	0.468409	0.610586	0.401903	0.204992	0.0103406	0.687908	1.11196	0.425917	0.16296	-0.975715	-0.66849	-0.671549	-3.82273	-0.0911735	-0.851792	2.04424	-6.30155	-0.611853	-1.20425	-4.40075	1.54648	-1.06067	0.5333	-1.07108	0.211229	4.09589	3.47958	4.17541	-0.796504	0.474549	2.26217	0.0887191	0.0632872	0.383683	0.131983	0.114331	2.95215	4.95332	3.85005	0.489255	0.483353	0.263043	0.966599	1.42918	0.0771732	2.88898	0.778195	2.69642	1.0387	5.49793	21.2809	-0.800199	-4.49278	1.90392	-2.70768	0.510835	3.5696	3.24632	1.33641	0.730115	-2.68503	-0.648101	-0.73202	-1.04057	-3.84499	0.127748	0.198986	-0.438841	-7.12124	-0.880691	0.22055	-4.82663	2.04652	-2.89193	0.835208	3.65335	4.12996	1.31354	0.748151	-0.0522227	-0.717977	-0.920748	-1.50445	-3.44235	0.0305406	-1.04869	-0.717103	-3.16664	-0.817089	-1.50762	-4.13501	1.04827	-1.97183	0.391566	3.72612	4.11943	2.68194	0.374413	1.56327	-0.769095	-0.65944	-0.661389	-4.40876	-0.1405	-3.45958	-1.58591	-5.60932	-0.357953	-0.991344	-4.6924	0.653166	-2.67122	0.408176	4.09942	4.35126	0.883397	0.886731	-3.56353	-0.942359	-1.16426	-1.28381	-4.09857	-0.420625	1.41785	0.321152	-4.17674	-0.780672	-1.708618e+02	-2.152283e+02	-3.860902e+02
195400	2.13292	2.03591	0.905244	1.69941	0.55536	0.705193	0.0716462	1.37646	0.406814	1.31033	2.7206	0.0954851	0.912577	0.570856	0.993528	0.519261	0.714139	0.418401	0.428188	0.0104689	0.256739	0.98902	0.583629	-0.696518	-0.531563	-0.630711	-0.722808	-3.73983	-0.249629	-1.75849	-0.95385	-5.9301	-0.413911	-1.1305	-4.42216	1.00486	-2.73534	1.2774	-3.46717	3.0249	4.5324	4.02763	4.05808	2.3772	0.0474044	0.215248	0.0740066	0.162165	0.199317	0.06586	0.244659	1.12496	1.07269	1.38277	0.166015	0.055513	0.0957036	0.105563	0.136795	0.251757	3.07481	1.43614	0.795198	6.3112	1.32971	2.13402	-0.70056	-4.5848	1.36133	-2.76328	0.750878	4.09899	3.56969	1.37794	0.861197	-1.1945	-0.264323	-0.250212	-1.03919	-3.77037	-0.450353	0.151953	-0.474913	-6.29375	-0.950951	-1.49261	-4.81055	1.58141	-2.79697	0.929941	3.50359	4.28686	1.29278	0.730171	-1.13703	-0.726848	-0.513226	-0.980835	-3.47822	-0.415812	-1.08968	-0.775539	-6.94876	-0.823926	-0.916734	-3.96951	1.10932	-2.49141	1.35429	3.76934	4.36114	1.61178	0.387808	-0.763821	-0.579676	-0.593056	-0.80421	-4.38007	-0.276993	-2.19776	-1.58517	-5.97781	-0.437026	-1.31068	-4.71198	0.540499	-3.02015	0.837434	3.7052	4.43447	0.987048	0.641848	-1.82861	-0.589426	-1.14749	-0.674138	-3.91711	0.0130932	1.141	0.286972	-5.70558	-0.608993	-1.133408e+02	-2.123163e+02	-3.256571e+02
195500	2.6927	2.07049	2.47839	2.51498	0.367148	0.862678	0.0388736	1.62079	0.606218	1.16071	1.03158	0.146585	0.714449	0.628135	0.482957	0.528936	0.684566	0.483047	0.489213	0.0117096	0.366243	1.06619	0.795969	-0.768191	-1.21908	-0.931825	-0.869749	-3.87397	0.159189	-1.94645	-0.880037	-7.14523	-0.887615	2.22297	-4.19147	0.724078	-2.84124	0.791348	1.30498	3.68426	3.90948	2.87062	3.68772	1.25349	0.150577	0.830878	0.0364144	0.0629636	0.0386561	0.0796495	0.0447183	2.59678	1.62017	6.94543	1.34698	0.122584	0.224384	0.144412	0.079043	0.0990339	3.40862	1.01478	1.66171	1.53999	1.83147	2.72554	2.46027	-4.50834	0.752317	-2.87084	0.606958	4.49087	3.42571	1.37277	1.05646	-2.46526	-1.28906	-0.772844	-0.918602	-3.78581	0.0386024	0.11207	-0.382598	-6.51858	-0.743872	2.25446	-4.8477	1.70833	-2.69435	0.814754	3.00732	4.32663	1.28654	0.7368	-1.76492	-0.955833	-0.622973	-0.983289	-3.45674	-0.371518	-1.0159	-0.749795	-7.0328	-0.603119	2.10995	-3.48075	0.457407	-2.93225	1.12958	4.56493	4.24011	1.83548	0.881427	-1.49676	-1.19991	-1.04108	-0.672368	-4.26398	0.297889	-2.9251	-1.69337	-6.08301	-0.391033	2.54449	-4.45789	0.634101	-3.07376	1.24657	3.55658	4.50652	0.357508	1.02822	-2.93647	-1.18041	-0.791269	-0.883722	-4.00999	-0.144573	1.22992	0.122763	-7.07503	-0.795758	-1.205077e+02	-2.172229e+02	-3.377306e+02
195600	1.74739	1.06936	0.88102	1.5472	0.443678	1.73086	0.0248774	2.52005	0.340551	0.721041	2.47153	0.108573	0.80481	0.605505	0.658753	0.458892	0.831666	0.372253	0.508561	0.0129578	0.288416	0.900608	0.434266	-0.62266	-0.2045	-0.872675	-0.796442	-3.58374	-0.351481	-1.22828	-0.462078	-5.22999	-0.152688	2.62194	-4.46248	1.07298	-3.22698	1.12181	-0.806576	3.70837	-2.86563	4.06153	4.03526	1.54659	0.338182	2.02162	0.246256	0.0533031	0.0523849	0.212878	0.0316787	1.22092	1.64226	2.59816	0.461076	0.207445	0.631788	0.273804	0.325987	0.150746	1.05815	10.8539	3.79247	1.80622	1.21722	1.21439	2.44297	-4.62689	0.929261	-2.9797	0.570324	4.46584	3.43483	1.3258	0.964457	-0.658169	-0.205042	-0.792208	-0.906309	-3.62738	-0.300568	0.116104	-0.384775	-6.71003	-0.736854	2.14395	-4.82905	1.68804	-2.6736	0.869247	2.87886	4.29409	1.20178	1.10712	-1.36392	-1.23986	-0.617761	-0.590535	-3.63306	-0.413671	-0.919051	-0.70255	-5.57204	-0.704548	3.85059	-3.69218	0.80027	-2.9953	1.3567	4.31466	4.47514	2.00942	0.191866	-1.10349	-0.686587	-1.1126	-0.807234	-3.56123	-0.134932	-2.31659	-1.65821	-4.26446	-0.350459	3.14218	-4.39067	1.41183	-3.24736	1.30846	3.12943	4.51909	0.792688	-0.654387	-2.72993	0.323278	-0.873084	-0.647255	-3.91337	-0.365306	1.08281	0.16144	-5.22918	-0.592064	-1.338473e+02	-2.234678e+02	-3.573151e+02
195700	2.64465	2.77339	0.837538	1.16542	0.76764	0.906309	0.0210267	2.43908	0.613788	0.833092	1.53466	0.121165	0.795597	0.58444	0.757158	0.727811	0.703641	0.411207	0.609199	0.0110198	0.399278	1.04724	0.319596	0.118718	-0.250478	-0.679598	-0.341582	-3.84372	-0.263526	0.250593	-0.95862	-6.2136	-0.584869	3.09929	-4.23828	1.3763	-3.30467	0.839782	1.7855	-1.15775	3.30476	3.84884	4.40088	0.711054	0.0335132	4.63088	0.280994	0.0427533	0.222968	0.121111	0.0325212	8.78481	1.64114	2.02534	0.344683	0.168637	0.104163	0.0436723	0.277753	0.0832772	2.83039	1.58019	4.09535	2.157	2.12307	4.74613	3.47878	-4.74897	1.44957	-3.07013	0.45015	3.89779	3.521	1.51117	0.0826985	-2.45955	0.177101	-0.880489	-0.900671	-3.48156	-0.217896	-0.0107382	-0.356645	-5.67054	-0.6909	3.72624	-4.72916	1.43128	-2.74042	0.798285	3.38119	4.28589	1.30629	0.244937	-1.57766	-0.584328	-0.370976	-0.726801	-3.71519	-0.246427	-0.994966	-0.731995	-6.73037	-0.7499	3.17162	-3.55269	1.13218	-3.19519	1.13202	3.55908	4.1896	2.07805	0.433901	1.23022	0.191841	-0.918259	0.0767292	-3.87094	-0.346444	-3.79972	-1.58551	-4.60371	-0.285159	3.6371	-4.55605	1.32282	-3.25147	1.47115	3.29012	4.52406	0.462981	0.360695	-2.81737	-0.590481	-0.75473	-0.797466	-3.84252	-0.5871	1.14853	0.113628	-6.79959	-0.937397	-1.268054e+02	-2.170038e+02	-3.438092e+02
195800	2.73498	2.37956	1.10563	1.62557	0.82941	0.698634	0.0300565	2.5038	0.500909	1.52927	2.31944	0.0973084	0.900023	0.571868	0.74712	0.279701	0.915762	0.458848	0.389634	0.0110198	0.120363	1.35953	0.690213	-0.311088	0.583879	-0.259697	-0.857799	-3.62385	-0.42149	-1.63929	-0.504699	-5.15252	-0.286176	1.91173	-3.42914	1.33576	-3.39357	0.794447	3.94776	1.48311	3.68064	4.50433	4.52664	1.15108	0.113053	1.77867	0.137002	0.106156	0.141317	0.0574488	0.0454055	3.58348	1.86381	1.48864	0.290668	1.78146	0.194397	0.114348	0.175642	0.116146	2.88267	2.92612	1.64111	2.2927	3.51236	0.798494	4.78338	-4.61165	1.77466	-3.27831	0.481578	3.49408	3.44921	1.50595	0.322072	-1.38772	1.155	-0.136013	-0.715954	-3.39084	-0.168082	0.13777	-0.365446	-6.53912	-1.00993	4.55532	-4.76964	1.60414	-2.72628	0.85232	3.43135	4.43396	1.23505	0.72921	-0.748182	0.090336	-0.367319	-1.02827	-3.69936	-0.434948	-0.679759	-0.69978	-3.50109	-0.68383	0.435138	-3.55039	1.01977	-3.4506	1.14055	3.49836	4.45677	2.10277	0.665438	-0.243175	0.504846	-0.735158	0.196939	-3.53282	-0.640261	-2.41995	-1.55163	-4.53014	-0.222094	0.399192	-4.42125	1.73286	-3.49351	1.3329	3.75727	4.297	0.68357	0.667532	-1.90064	0.521746	-0.478628	-1.23827	-3.69668	-0.281277	1.11379	0.0520606	-5.84154	-0.948168	-1.403275e+02	-2.170564e+02	-3.573839e+02
195900	2.38988	3.2514	0.604033	1.14163	0.303036	1.20306	0.0612165	2.27687	0.60746	0.806787	2.84637	0.0980944	0.87655	0.672057	0.937481	0.375138	0.693844	0.33701	0.456048	0.0102478	0.27834	1.28953	0.275397	-0.388459	-2.3657	-0.616607	-0.612642	-3.62275	0.0625766	-2.1664	-0.154488	-4.57253	-0.461112	2.65845	-4.37856	1.20073	-3.00254	0.948284	-0.296666	3.0654	3.27299	4.03835	4.13095	2.07778	0.0782255	0.852056	0.250358	0.285493	0.121402	0.0986822	0.0778212	2.40734	0.6554	1.84075	0.254404	0.0724461	0.0676249	0.244414	0.073314	0.238849	1.19666	2.39178	2.17554	6.16678	1.38753	2.47664	2.74365	-4.41287	1.79965	-3.35044	0.574824	2.61944	3.30664	1.33267	0.466347	-2.25385	-1.54868	-1.09705	0.0913021	-3.28219	-0.268355	0.273442	-0.351423	-6.90555	-0.878044	2.83423	-4.75623	1.7003	-2.71657	0.731502	2.93369	4.44468	1.32318	0.236881	-1.88676	-3.74885	-0.872033	-0.594135	-3.7047	-0.368142	-0.567158	-0.755822	-3.56336	-0.74995	2.96079	-3.90612	1.76534	-2.93169	1.64452	3.25155	4.53403	2.21417	-0.0610289	0.874149	-1.23797	-0.632751	-0.840638	-3.49411	0.0566003	-2.55316	-1.448	-4.18372	-0.230142	2.71547	-4.2348	0.518039	-3.46299	1.24162	3.85009	4.4769	0.487189	0.336571	-1.6198	-1.90028	-1.75039	-0.839983	-3.85095	0.144376	1.13208	0.0332047	-5.04555	-0.539501	-1.333805e+02	-2.183363e+02	-3.517169e+02
196000	2.9281	2.13645	2.70498	2.39321	0.298122	1.05973	0.0711723	2.51327	0.514035	0.864206	3.03044	0.111719	0.659004	0.768183	0.538449	0.378805	0.621511	0.4767	0.630643	0.0102478	0.221903	1.38441	0.519662	-0.332998	-2.30316	-0.957833	-0.89107	-3.4007	0.0432599	-0.762784	0.0585717	-6.08286	-0.917708	4.02325	-4.21702	1.78477	-3.22687	0.575781	-0.762341	1.78322	3.65817	2.70342	3.94268	3.07049	0.0671997	1.55764	0.195301	0.0918425	0.0768775	0.126327	0.172996	8.51383	1.40175	1.91101	0.597243	0.504705	0.222227	0.317331	0.249495	0.0644223	1.56591	1.71294	5.88915	0.923267	1.06783	1.50076	3.86958	-4.35274	1.39431	-3.2961	0.493083	3.71602	3.25989	1.25032	0.741572	-0.807523	-2.3693	-1.13511	-0.913505	-3.2097	-0.143247	0.310663	-0.283928	-7.16464	-0.543196	2.7381	-4.77428	1.39768	-2.77003	0.781852	3.06518	4.33856	1.35742	0.928592	-1.34135	-2.56373	-0.803408	-0.50752	-3.56983	-0.378385	-0.72541	-0.742517	-4.49538	-0.919562	3.75184	-4.10294	3.14636	-2.64815	0.22398	2.30734	4.24057	3.60845	0.896657	2.45971	-2.25636	-0.984271	-0.97713	-3.26876	-0.25639	-2.53689	-1.52184	-3.96095	-0.407742	3.79133	-4.33962	1.46575	-3.28825	1.20192	3.26645	4.31488	0.319496	0.564012	-1.11934	-2.4346	-0.830965	-0.992151	-3.90784	-0.16353	1.25579	0.0805094	-5.45283	-0.842511	-1.377045e+02	-2.205183e+02	-3.582229e+02
196100	3.25331	2.86973	1.2978	2.4825	0.436259	0.868822	0.10823	2.29491	0.458622	1.30236	3.26225	0.111154	0.70098	0.567691	0.610604	0.480403	0.788507	0.511788	0.536769	0.0102478	0.330101	1.21568	0.0511365	-0.91883	-2.24619	-1.05808	-0.733421	-3.37131	-0.250993	0.855988	0.184706	-4.27742	-0.359246	6.41167	-4.6146	1.74117	-3.00253	0.448963	2.98247	2.16363	4.28334	3.4347	4.46483	1.29452	0.147845	0.0572426	0.0722559	0.043912	0.0239781	0.0971091	0.0824793	2.26055	5.54044	3.4109	0.214117	0.258167	0.145288	0.042784	0.151648	0.188152	13.3518	2.11936	6.4907	0.602627	1.88545	0.921802	6.66166	-4.47375	1.43666	-3.30478	0.586235	3.34402	3.2833	1.14591	0.918496	-1.41134	-1.86546	-0.975972	-0.805981	-3.15611	-0.105526	0.242453	-0.282413	-6.01262	-0.468709	6.24484	-4.71282	1.97663	-2.84459	0.792527	2.81753	4.31192	1.35742	-0.164111	-1.72841	-2.36435	-0.873785	-0.683326	-3.513	-0.221672	-0.622379	-0.804006	-2.87279	-0.782079	6.61459	-4.28134	1.80993	-2.03844	0.9521	2.71057	4.34508	2.73418	0.469892	-0.919303	-2.45954	-0.841546	-0.725198	-3.65011	-0.43911	-1.73895	-1.55129	-2.76727	-0.447061	6.71564	-4.46559	1.76793	-3.2531	0.410269	2.40119	4.276	0.433488	0.57424	-0.747233	-1.89223	-0.975271	-0.777401	-3.76707	-0.0650206	1.20679	0.116387	-5.97499	-0.636255	-1.177953e+02	-2.166445e+02	-3.344399e+02
196200	3.2356	1.52684	1.67343	1.36602	0.796081	0.68257	0.0593256	2.17844	0.936197	1.30666	2.93345	0.0999009	0.652645	0.672197	0.481418	0.369556	0.566021	0.393075	0.607862	0.0132706	0.244446	1.28021	0.324375	-1.15165	-3.30835	-1.51787	-0.305388	-3.64763	0.130328	-1.01213	-0.136955	-2.74923	-0.790761	6.41832	-4.70818	1.9177	-3.08379	0.857942	-4.19981	-2.33362	0.942964	3.13307	3.03405	1.86326	0.0316168	0.359592	0.0841988	0.091522	0.14723	0.141388	0.0928677	2.82018	1.30497	3.35849	0.240653	0.381737	0.272755	0.128051	0.0897094	0.141552	2.54775	2.41445	1.23497	1.3592	1.41633	3.91132	6.54469	-4.53336	1.70093	-3.19132	0.751322	3.08318	3.2381	1.0655	0.297526	-1.19461	-3.09292	-0.952762	-0.468634	-3.32807	-0.0420959	0.37943	-0.287939	-6.60001	-0.846292	5.99677	-4.77101	1.50171	-2.84731	0.666734	2.81192	4.36862	1.36131	0.252944	-1.50476	-3.40487	-1.44832	-0.422708	-3.41884	-0.200309	-0.644537	-0.783214	-3.01661	-0.591794	6.36498	-3.98683	2.09386	-2.52767	1.1652	2.11977	4.33353	3.64173	0.277593	-2.21831	-2.9393	-1.07535	0.0670636	-3.6205	-0.0407095	-3.10379	-1.41369	-2.49674	-0.172932	6.04675	-4.16811	2.18236	-3.38187	1.05434	2.42699	4.15848	0.187067	0.333393	-1.92811	-3.34673	-1.49897	-0.603246	-3.95218	-0.0449671	1.49364	0.0908432	-4.02935	-0.828901	-1.170554e+02	-2.155009e+02	-3.325563e+02
196300	2.74628	2.09206	2.08645	3.03803	0.777307	1.8783	0.0410234	2.4227	0.464409	0.803406	1.96616	0.0951517	0.711552	0.641547	0.6905	0.454178	0.726328	0.415199	0.480416	0.0110137	0.157652	0.805655	0.307552	-0.279182	-1.09965	-0.691601	-0.43056	-3.32936	-0.139583	0.72546	-0.188297	-6.29377	-0.0063981	6.61126	-4.44039	1.60159	-3.27063	0.698472	-4.46438	2.90157	-1.27216	3.59715	4.57209	2.42593	0.214221	0.2391	0.0260753	0.0584956	0.0531554	0.0696262	0.202288	4.53434	2.23758	2.96301	0.401166	0.258613	0.20289	0.109133	0.236056	0.101589	1.54937	2.96299	1.18059	1.05579	0.695718	4.07186	6.77519	-4.43569	1.13528	-3.223	0.846502	3.81633	3.29014	1.0655	0.337324	-1.2332	-1.0044	-0.665683	-0.421417	-3.32469	-0.188075	0.342511	-0.4021	-6.29213	-0.867079	6.61346	-4.78112	1.53706	-3.00105	0.766978	2.89726	4.3611	1.28553	0.184626	-0.299719	-0.915659	-0.414155	-0.524865	-3.22176	-0.501041	-0.447572	-0.764034	-4.56654	-1.01633	5.80919	-3.84742	2.04568	-2.8356	0.494302	3.2122	3.94851	2.98563	0.766886	-1.26514	-1.1107	-0.975013	-0.330323	-3.66709	0.0811723	0.321078	-1.16318	-1.57205	-0.289772	6.50746	-4.04368	2.36464	-3.33351	0.533858	1.87381	4.00404	0.0776118	0.472714	-1.08188	-0.828616	-0.850734	-0.583757	-3.7587	-0.0529661	1.42465	0.0486061	-5.96555	-0.299214	-1.154857e+02	-2.261733e+02	-3.416589e+02
196400	3.13733	2.74437	1.44336	3.17637	0.177771	1.11097	0.0626204	1.65977	0.845803	0.461564	1.66155	0.0938394	0.789182	0.597915	0.669855	0.537944	0.673087	0.668762	0.571516	0.0106681	0.284797	1.08512	1.04214	-0.218521	-1.98292	-0.585199	-0.718447	-3.3552	-0.149223	1.38511	-0.504429	-3.489	-0.831001	5.22706	-4.36865	2.42366	-3.06461	0.784843	3.34016	1.56313	3.32187	3.00446	4.27449	1.60396	0.0596392	4.39494	0.344599	0.165827	0.0926417	0.0941191	0.049963	4.43746	1.94729	2.66757	0.299575	0.0767148	0.110651	0.438429	0.132673	0.0576421	3.60595	3.53032	3.29011	2.59878	1.49758	1.23692	5.39433	-4.32331	1.67577	-3.21587	0.846502	3.41304	3.34353	1.06139	1.0158	-2.87626	-2.26511	-0.946433	-0.74971	-3.339	-0.166781	0.31849	-0.441013	-6.48153	-0.819183	5.05986	-4.80241	1.68006	-3.05267	0.732719	2.99776	4.24262	1.30378	1.03966	-1.6674	-0.464913	-0.923875	-0.536283	-3.18547	-0.36139	-0.447572	-0.775654	-3.15705	-0.928546	5.285	-4.02381	1.33471	-2.61576	0.772004	3.38541	3.95876	3.12873	1.06035	-2.52388	-2.14653	-0.43628	-0.389381	-3.0941	-0.605755	4.72834	-1.13959	-1.53429	-0.338824	5.14797	-4.10968	1.86773	-3.2653	0.639498	2.2608	4.00354	0.390306	1.09777	-2.92098	-2.79169	-0.676981	-0.805995	-3.47237	-0.321674	1.20773	-0.170093	-5.96192	-0.627203	-1.295765e+02	-2.192579e+02	-3.488344e+02
196500	3.02959	1.47468	1.59404	1.84813	0.63905	1.27514	0.020326	1.0415	0.69195	0.966547	3.21915	0.111746	0.678823	0.479651	0.639399	0.475606	0.866643	0.418973	0.432653	0.0106681	0.209457	1.18919	0.920584	-0.762549	-1.82451	-0.984917	-0.407309	-3.13209	-0.230875	0.896909	-1.90884	-4.81728	-0.361608	4.4194	-4.12447	1.50197	-2.90656	0.722944	-4.28493	3.21691	1.91496	2.86604	4.05211	0.51221	0.0280616	0.428227	0.132662	0.0639033	0.0774007	0.0394108	0.0440666	2.28065	3.85773	3.53337	0.171138	0.547459	0.156307	0.08707	0.157979	0.0922256	4.79386	3.07516	2.40516	2.4331	3.86766	2.12111	3.69465	-4.31074	1.75506	-3.16609	0.846502	2.72165	3.33517	1.06671	0.987149	-1.2335	-1.95772	-0.70383	-0.331189	-3.34326	-0.336872	0.188863	-0.468939	-5.8668	-0.642161	3.87769	-4.81943	1.40804	-2.88577	0.73975	3.07637	4.15093	1.19501	0.863676	-0.94673	-1.98581	-0.656878	-0.591829	-3.12751	-0.448252	-0.558539	-0.779873	-3.77194	-0.679581	3.43286	-4.10441	1.57916	-2.44932	0.816104	2.82648	3.72523	2.85703	0.850259	-1.21484	-1.64132	-1.52428	-0.328268	-3.20561	0.121707	2.35137	-2.01239	-1.46744	-0.249106	4.37447	-4.48811	1.66023	-3.28012	0.61274	2.16791	3.99922	-2.01033	0.840791	-0.736213	-2.05893	-1.0584	-0.79548	-3.37708	0.00137763	1.22128	-0.0245771	-4.77379	-0.778005	-1.133493e+02	-2.214801e+02	-3.348294e+02
196600	3.22151	1.95195	1.78337	1.53232	0.82321	1.40919	0.0256487	1.31761	0.633512	0.599492	1.96663	0.0966727	0.763319	0.61568	0.789515	0.720088	0.70622	0.516332	0.563055	0.0124594	0.224261	0.912249	0.462334	0.206227	-0.282882	-1.01042	-0.536317	-3.35506	-0.199654	-2.62873	-1.54981	-5.08089	-0.000863333	1.68298	-4.52011	1.60813	-2.38124	0.392935	-0.354971	-4.13005	-2.25936	4.45247	4.58486	3.26977	0.0351142	3.90872	0.0643218	0.133305	0.0402737	0.150479	0.166952	2.73272	1.88767	3.14907	0.464581	0.0717989	0.087447	0.0775968	0.17923	0.224682	2.03011	1.66174	1.5247	2.00228	1.37401	18.422	1.74873	-4.26415	1.5708	-3.06084	0.839868	2.88647	3.4178	0.973995	0.928471	-2.85444	-0.170602	-0.885214	-0.259715	-3.46535	-0.272924	0.269746	-0.415907	-6.84753	-0.438283	1.58717	-4.71608	1.19321	-2.84898	0.709586	3.2943	4.14233	1.27023	0.469715	-1.70382	0.0888979	-0.592009	-0.704063	-3.04059	-0.438748	-0.412716	-0.778812	-2.98787	-0.502369	1.44123	-4.43844	1.50585	-2.27518	0.152489	2.7725	3.85926	3.12291	0.70575	1.5839	-0.317115	-1.43967	-0.280728	-3.47188	-0.183623	1.1272	-0.667351	-1.68332	-0.377076	1.75137	-4.59769	1.78488	-2.94056	0.185411	1.63337	3.83301	-0.373009	0.786741	-2.4006	-0.479162	-1.10969	-0.511762	-3.17324	-0.0361091	1.25484	-0.0244377	-5.17321	-0.704336	-1.322234e+02	-2.101817e+02	-3.424051e+02
