iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
81900	-0.94913	-1.15197	-1.64276	-0.6216	1.81706	0.422016	6.36171	-1.06673	2.09063	1.72116	0.128826	0.0848469	0.0748366	0.121618	0.215036	0.112646	0.223672	0.584039	0.115955	0.132557	0.0305315	-1.48718	-1.13763	-1.28756	-0.959462	1.52945	-0.0730039	6.36067	-2.48082	2.23598	1.29788	-1.35509	-1.34615	-1.05916	-1.65687	1.79681	0.17638	6.65326	-2.3367	1.9979	1.0298	-0.739185	-1.29831	-1.18949	-1.35772	2.12811	0.264608	6.21636	-3.03443	1.96456	1.64114	-1.63226	-0.988604	-0.876375	-1.30223	0.752136	0.722642	5.96863	-2.66524	2.20902	0.417436	-0.920716	-1.51359	-1.15054	-0.85733	1.73422	0.145839	5.71349	-3.76277	1.79595	1.70075	-1.45739	-1.15596	-0.806957	-0.969576	1.61041	0.32999	6.67008	-1.31139	2.13533	1.00295	-1.81554	-1.0657	-1.29251	-0.546577	1.59762	-0.191431	6.54483	-1.81209	1.79278	0.629153	-1.41618	-1.32044	-1.31498	-0.568701	2.2146	-0.248489	6.26679	-2.31291	1.8835	1.77523	-1.14166	-0.996133	-1.20942	-1.17116	2.05532	-0.178777	6.05782	-2.7263	1.99859	1.60381	-1.43916	-1.44196	-1.66602	-0.633705	2.01712	-0.266955	5.96365	-1.91164	2.14551	1.11165	-1.03964	-1.10685	-1.12944	-0.759301	2.24786	0.0196789	5.83617	-3.37499	1.76687	1.46505	-1.75993	-0.993398	-1.73442	-0.799088	1.687	-0.201165	5.99438	-2.32379	2.18584	1.20815	-1.81531	-1.11833	-1.33149	-0.796273	0.720485	-0.268666	5.88186	-1.43966	2.15594	0.18419	-4.928532e+01	4.368817e+01	-5.597145e+00
82000	-0.995027	-1.78668	-2.00709	-1.27617	1.64512	0.44913	6.86311	-1.30721	1.7287	0.997368	0.156471	0.204181	0.0721185	0.332171	0.111858	0.102857	0.0973267	0.208881	0.162734	0.340967	0.0414574	-1.09438	-1.71006	-1.54398	-0.913947	1.87845	0.476662	6.65502	-1.88618	2.12239	1.24366	-0.51216	-1.84523	-1.63261	-1.97883	2.09959	0.244539	6.33855	-1.87132	1.4974	1.11125	-1.36016	-1.8999	-1.70198	-0.410016	1.71979	0.185086	6.64886	-2.43272	2.06723	1.49588	-1.86656	-0.785981	-1.71216	-0.752388	1.15926	0.116723	6.30555	-2.26369	2.14896	0.483124	-1.99697	-2.13626	-1.33606	-0.604606	1.60426	0.555071	6.1351	-2.42239	2.15505	1.89798	-1.06681	-1.67405	-1.80199	-0.703069	1.9154	-0.340182	6.42844	-1.30086	1.57645	0.553333	-0.63927	-1.30919	-1.43597	-0.560626	1.38167	0.65035	6.79342	-2.15195	1.98218	0.980202	-1.394	-1.72163	-2.11449	-1.27445	2.08508	0.441302	6.13169	-1.99561	2.01628	2.04211	-0.485587	-1.84605	-1.80973	-1.02643	2.15995	0.374484	6.67369	-2.23703	1.4732	1.63167	-1.70275	-1.86369	-1.89686	-1.26337	1.92467	0.958996	6.3706	-1.62237	2.16367	1.16849	-0.817764	-2.00688	-2.02281	-0.57545	1.93116	0.509651	5.96833	-2.79439	1.70357	1.73464	-1.31571	-1.46834	-1.15056	-0.541811	1.56296	0.551325	6.77826	-2.20065	2.06277	1.0221	-1.65378	-0.990303	-1.24175	-1.53727	1.02849	0.552919	6.42742	-1.22497	1.52711	-0.253223	-5.994127e+01	3.156991e+01	-2.837137e+01
82100	-2.13664	-2.2517	-2.07343	-0.622824	2.29046	0.102011	6.76842	-1.94251	2.13912	-0.967699	0.363212	0.618787	0.110665	0.086776	0.54456	0.0807838	0.0968034	0.173039	0.146843	1.99125	0.0240411	-1.70263	-2.23529	-1.8216	-0.220871	2.26111	0.318641	6.73793	-1.81386	2.09321	2.29254	-1.83568	-2.14344	-1.40003	-0.0198927	1.13038	-0.0380707	6.80883	-1.90476	2.28806	0.619108	-1.93794	-2.22711	-2.15735	-0.511057	1.77011	0.0938992	6.44875	-2.38214	1.90055	0.950383	-2.01356	-0.361153	-1.94491	-0.665174	0.776887	0.20741	6.79648	-2.45204	2.29813	0.189317	-1.37426	-2.01239	-1.77156	-0.302954	2.10583	0.291682	6.73042	-2.42199	2.04406	2.10666	-1.83255	-1.82152	-1.61057	-0.298142	1.71973	0.468277	6.7287	-1.91815	1.22917	0.927771	-2.28116	-2.19237	-1.59262	-0.27336	0.931633	0.794564	6.68164	-1.49348	1.94294	0.680852	-1.77184	-2.13749	-1.63867	-0.340589	2.26535	0.125108	6.80595	-2.1926	2.1671	2.21356	-1.2995	-1.96732	-1.85709	-0.447126	1.51549	0.614209	6.49656	-2.45354	1.69316	1.36902	-1.04816	-1.51284	-2.07703	-0.131991	2.11563	0.258362	6.895	-2.04819	1.30384	0.73427	-2.05779	-2.23236	-0.952163	-0.297995	2.22036	0.485808	6.50465	-2.64697	2.00915	2.09775	-1.29384	-1.51381	-2.00933	-0.667577	1.65746	0.502844	6.89048	-1.67084	2.04364	0.713457	-1.95595	-1.0922	-1.13375	-0.464383	0.68048	0.132157	6.75648	-1.41513	2.26066	0.18898	-5.078052e+01	4.800789e+01	-2.772628e+00
82200	-1.6088	-1.16335	-1.56434	-0.0416261	1.73373	0.432379	6.59138	-2.79937	1.92057	0.537426	0.120243	0.244221	0.280553	0.100074	0.301254	0.158381	0.0605003	0.557396	0.0811092	0.496647	0.0199367	-1.40576	-1.62886	-1.31226	-0.463445	1.76139	0.174381	6.79338	-2.23352	2.05286	0.839488	-1.29081	-2.19969	-2.2805	-0.338312	1.26326	0.636758	6.82438	-3.21546	2.1944	1.08694	-2.0281	-1.18242	-1.05275	-0.256043	1.88119	-0.301552	6.5686	-3.30872	2.08893	1.35444	-1.35549	-0.965566	-0.881382	-0.351769	0.86589	0.441806	6.8631	-1.92259	1.82951	-0.108787	-1.16449	-1.90644	-2.08022	-0.690876	1.97912	0.598603	6.56618	-2.31078	1.84842	2.01291	-0.688192	-1.49165	-1.3115	-1.1578	1.60285	0.268766	6.53859	-1.03843	2.02287	0.7789	-1.5909	-1.34597	-1.54167	-0.742476	1.23063	0.25052	6.48913	-1.46268	2.13046	0.787892	-1.01945	-1.76929	-1.22626	-0.290706	1.80347	0.304626	6.64718	-2.27555	2.17397	1.82777	-1.46574	-1.40876	-0.556761	-0.0648293	1.68241	-0.09866	 6.78	-2.19146	2.18308	1.59028	-1.58159	-1.94083	-1.10769	-0.494869	1.99375	0.370442	6.71101	-1.41619	1.97221	1.07269	-1.94731	-1.7574	-1.29662	-0.480922	2.2332	0.670955	6.50963	-3.1645	1.66955	1.73487	-1.20019	-1.79373	-2.03535	-0.158809	0.803653	0.773231	6.54682	-2.97806	2.20437	0.750142	-1.53709	-0.707031	-1.81527	-1.03574	0.543685	0.609569	6.68246	-3.43567	2.22564	0.0146064	-5.856695e+01	5.153679e+01	-7.030158e+00
82300	-1.80315	-2.16195	-2.17305	-0.270627	1.75869	0.130164	6.76963	-1.91969	2.21619	0.887247	0.141799	0.199349	0.394441	0.228246	0.379925	0.14023	0.0461674	0.0614186	0.0452774	0.365659	0.0236002	-1.59818	-1.58212	-2.02242	-0.0506374	1.92272	0.150494	6.72589	-2.01316	2.09899	1.23535	-1.9039	-1.88058	-1.62586	-0.759417	1.35053	-0.0321253	6.63852	-2.03104	2.28512	0.787603	-1.51072	-2.26263	-1.37323	-0.000547034	1.95862	-0.356444	6.69157	-2.17048	2.16278	1.66017	-2.28975	-1.33876	-1.36386	-0.407804	0.928058	0.720024	6.66066	-2.23475	1.84354	0.354894	-1.43447	-1.22358	-1.18813	-0.287876	2.24847	-0.43488	6.65201	-2.26711	1.87574	2.01185	-1.57537	-0.913429	-1.2279	-0.640291	1.68109	0.0873617	6.5494	-1.88118	2.09213	1.096	-1.94599	-1.2416	-1.72379	-0.103088	1.37441	-0.0891678	6.80825	-1.79182	1.99255	0.716688	-1.40498	-1.83347	-1.16482	-0.428239	2.26878	0.392089	6.71094	-2.30656	1.59577	1.84812	-1.5481	-1.19938	-2.23575	-0.0718605	1.71928	-0.319968	6.90115	-2.17851	2.27326	1.6047	-1.73764	-1.67697	-1.84854	-0.107527	2.13404	0.100123	6.70238	-2.02957	1.80684	1.24915	-1.45512	-2.17578	-2.11322	-0.0969092	2.22004	0.157981	6.61945	-2.11279	2.15096	1.81261	-2.04475	-1.59316	-2.21225	-0.00362674	1.45909	-0.285833	6.64537	-1.56705	2.19447	0.613941	-1.47338	-0.996827	-2.21346	-0.376465	0.78497	0.125098	6.77046	-2.30877	1.78753	-0.286906	-2.609708e+01	5.261269e+01	2.651561e+01
82400	-1.84294	-1.60467	-0.235573	-0.391031	1.37812	0.702076	6.33658	-1.5538	1.998	0.686775	0.106504	0.0742598	0.829973	0.0775608	0.977814	0.0898951	0.202643	0.169591	0.0943827	1.31865	0.0266928	-1.75206	-1.64529	-0.927518	-0.53363	1.58611	0.0782197	6.50937	-1.93549	2.0314	1.73713	-1.56714	-1.83891	-1.72234	-0.55932	1.68205	0.0554274	6.59812	-2.1445	1.55904	0.775929	-1.49905	-2.06722	-1.30905	-0.439548	2.06705	0.248034	6.8415	-2.42868	1.99576	1.65826	-1.57712	-1.53495	-1.9099	-0.799805	0.58813	0.58684	5.9741	-2.08942	1.82248	-0.125922	-1.33791	-1.70373	-0.898977	-0.974585	2.0775	0.285161	6.21846	-2.31062	1.58214	1.49062	-1.71751	-1.23019	-2.03535	-0.814882	1.6974	0.568854	6.78172	-1.80672	1.98718	1.07446	-2.05487	-1.56504	-1.13538	-0.00447877	1.40942	-0.0942782	6.87549	-1.39495	1.64469	0.621181	-1.53233	-2.10868	-1.01627	-0.358123	2.0057	0.492267	6.65464	-2.17305	1.92684	1.93377	-1.72745	-1.58306	-0.149803	-0.469516	1.63071	0.0580219	6.44581	-2.3158	1.72892	1.31889	-1.9107	-1.62867	-1.90409	-0.47321	2.23389	-0.200307	6.26447	-1.9185	2.14977	1.69341	-1.92866	-2.15433	-0.362837	-0.745305	1.94543	0.236699	5.9686	-1.95229	2.1227	1.56394	-1.3777	-1.60599	1.72342	-0.396092	1.53213	0.211579	6.51253	-1.95233	2.16167	1.08868	-1.6882	-1.73996	-0.964692	-0.308117	0.659432	0.501611	6.49132	-1.7367	1.85688	0.11777	-5.959580e+01	4.396887e+01	-1.562693e+01
82500	-1.16768	-2.2904	-2.23912	-0.202817	1.46927	-0.176263	6.8409	0.355426	1.66572	1.57544	0.140516	0.200212	0.609912	0.135205	0.23634	0.106808	0.126133	0.896337	0.0826716	0.575273	0.0300842	-1.04085	-2.22945	-2.06851	-0.0384484	1.79247	-0.0180789	6.80436	-1.9104	2.07073	1.18785	-0.488692	-2.07561	-1.84902	-0.628047	1.34378	-0.0327436	6.75162	-1.68553	1.87123	0.520297	-0.34269	-1.72088	-1.79785	-0.49613	1.86061	-0.0183156	6.71863	-2.30491	2.2841	1.6335	-1.09713	-1.502	-1.77144	-0.872418	0.834589	0.410604	6.492	-0.926301	2.24328	0.344714	-1.17413	-2.26255	-1.57307	-0.0712081	2.00816	0.257328	6.90828	-2.18	1.74031	1.92424	-0.610596	-1.35165	-2.04213	-0.401345	1.26857	0.322184	6.52554	-2.01679	1.96265	0.662641	-1.92701	-1.3459	-1.20789	-0.410014	1.32451	-0.216585	6.08229	-2.09514	1.9515	0.774351	-1.28691	-1.87896	-0.413973	-0.734708	2.14526	0.130295	6.62066	-1.79545	1.92525	1.60553	-0.986546	-2.05515	-1.51581	-0.205952	1.9199	0.0506308	6.69105	-2.3881	1.74411	1.24401	-0.67958	-1.97885	-1.82141	-0.108067	2.10713	-0.00832807	6.58828	-1.71382	2.04912	1.20497	-0.284002	-1.68765	-0.771169	-0.219932	2.1955	0.305493	6.39629	-2.91807	1.70855	2.14071	-1.64239	-1.86202	-0.877163	-0.329137	1.4237	-0.124859	6.41913	-1.29516	2.21319	0.863083	-1.60564	-1.96113	-1.74588	-0.518446	0.89295	-0.0745628	6.85161	-0.516436	2.11967	0.00828753	-5.771203e+01	4.413289e+01	-1.357914e+01
82600	-2.02316	-1.77839	-1.60145	-0.114858	1.62593	0.223841	6.45958	-1.31669	2.11577	1.72312	0.0692559	0.284587	0.0898661	0.180956	0.303799	0.0899896	0.0605085	0.237193	0.090363	0.303259	0.025924	-2.19514	-1.78457	-1.70597	-0.210286	1.77663	0.0413035	6.89989	-2.15138	2.27182	1.40715	-2.12686	-1.92388	-2.23978	-0.537163	1.44918	-0.206074	6.68631	-2.03182	2.04542	0.608959	-2.22418	-1.59444	-1.22661	-0.402112	1.96736	0.193835	6.70026	-3.07411	2.0404	1.56379	-2.17216	-0.733976	-1.23983	-0.674104	0.748552	0.0232741	6.67539	-0.929828	2.29799	0.083846	-2.22057	-1.80233	-1.49355	-0.162055	2.09986	-0.148968	6.67234	-2.28486	2.07863	1.97295	-1.90546	-1.92658	-1.12857	-0.334542	1.44035	0.240744	6.5073	-1.52484	2.14578	1.20514	-2.20912	-0.502787	-1.69082	-0.361178	1.3789	-0.495891	6.76024	-1.72283	1.90469	0.534503	-2.21274	-1.09218	-1.6665	-0.599228	2.07289	0.412603	6.89758	-2.78848	2.20437	1.89248	-1.76033	-0.877357	-1.94219	-0.186848	1.80403	-0.432676	6.88157	-2.36287	2.06126	1.41738	-1.86445	-2.29921	-1.29657	-0.394599	2.1617	0.288297	6.27425	-2.00277	1.90423	1.80557	-2.07563	-1.88089	-1.51684	-0.114729	2.21487	0.311065	6.88862	-2.29732	2.2508	2.12154	-2.17045	-1.87542	-1.88566	-0.193232	1.61192	-0.241128	6.63769	-1.49338	2.06295	0.987343	-2.17943	-0.963535	-1.94867	-0.681008	0.726234	0.190608	6.7936	-1.43889	2.17614	0.123035	-2.860455e+01	5.514655e+01	2.654199e+01
82700	-2.08322	-0.150911	-0.893493	-0.447936	2.08052	-0.371954	6.65162	-1.134	1.81965	0.690743	0.0928332	0.655114	0.131505	0.143023	0.286813	0.258703	0.0850431	0.392758	0.0680197	0.650288	0.0262705	-1.52044	-1.83716	-1.11832	-0.388501	1.5884	0.135629	6.66713	-1.72456	2.29601	1.63921	-1.7694	-1.93633	-1.14642	-0.777573	1.01632	0.347057	6.55436	-2.42529	2.17937	0.558445	-1.07668	-2.15956	-1.38256	-0.324904	2.00305	0.256813	6.37894	-2.91575	1.96152	2.24117	-1.13639	-2.18067	-0.827256	-0.140525	0.893805	-0.0279557	6.37955	-0.645982	2.16347	0.35416	-1.59277	-2.13195	-1.44982	-0.599391	2.15815	0.0737078	6.66544	-2.02555	2.01688	2.01166	-1.24176	-1.17563	-0.815299	-0.703389	1.27481	0.24323	6.14993	-2.36734	1.95837	0.925676	-1.07539	-1.11218	-0.731812	-0.41326	1.14879	0.0722714	6.79083	-1.46096	2.29291	0.81122	-1.5232	-1.9857	-0.623489	-0.158161	2.0255	-0.167515	6.49568	-2.00039	2.04341	1.74143	-1.17051	-1.84398	-1.20946	-0.743595	2.00105	-0.132576	6.68809	-1.9519	2.01442	1.58374	-1.36507	-1.73875	-1.23841	-0.541692	2.04984	0.391148	6.63297	-1.78155	2.18746	1.61472	-1.13299	-1.56765	-1.39749	-0.390276	2.23565	0.561042	6.69204	-2.57492	2.25752	1.93554	-1.83707	-1.2091	-0.887042	-0.473227	1.78172	-0.051597	6.76021	-1.82079	2.18724	1.23428	-1.09045	-0.491297	-0.643188	-0.738939	0.662319	-0.15061	6.67982	-1.52362	2.15002	-0.22299	-5.127859e+01	5.083533e+01	-4.432621e-01
82800	-2.10321	-1.28449	-0.695227	-0.341814	1.47737	0.62081	6.38469	-3.52098	2.28272	1.22926	0.160657	0.0792339	0.0885	0.101909	0.792121	0.0686361	0.131807	0.390269	0.136176	0.405381	0.0237964	-2.06647	-1.44472	-0.00699229	-0.255472	2.0414	0.307282	6.73989	-2.38601	2.01724	1.25513	-1.75298	-1.60373	-0.598837	-0.634431	1.22292	0.0641366	6.44126	-2.50666	2.07419	0.690155	-1.63344	-1.54301	0.187213	-0.84122	2.20755	-0.0233103	6.55868	-2.69342	1.99985	1.56688	-1.20157	-1.14856	0.153913	-0.222734	1.08839	-0.155977	6.55763	-1.6019	2.28759	0.702612	-2.27902	-1.97765	0.0808225	-0.419292	2.18237	0.298482	6.75529	-2.30325	1.75822	1.9602	-2.12004	-1.56474	0.068756	-0.706357	2.06426	0.240815	6.86102	-1.60559	1.67919	1.34192	-2.1007	-1.46074	0.219806	-0.108441	0.995114	0.430074	6.722	-2.73096	2.14959	0.938348	-2.01283	-1.55177	-0.35003	-0.397068	1.66034	0.172671	6.28105	-2.79631	2.22131	1.83373	-2.08787	-1.6661	-0.236086	-0.415391	2.01858	0.0903217	6.4527	-2.81864	1.80534	2.2507	-2.25351	-1.61964	-0.0724405	-0.109462	2.13675	0.467414	6.84864	-2.4008	1.74668	1.17359	-1.74802	-1.64903	-0.267084	-0.291898	2.17881	0.486935	6.57939	-2.92349	1.59411	1.71491	-1.45619	-1.41148	0.113889	-0.391699	1.58672	0.293036	6.7766	-1.94918	2.13315	0.979502	-1.92883	-1.15204	0.0504617	-0.392939	0.511504	0.274834	6.51005	-3.13937	2.1099	0.121161	-2.858860e+01	4.246563e+01	1.387702e+01
82900	-1.93736	-1.67667	-0.757331	-0.586424	1.02801	-0.00598925	6.46473	-1.87727	1.85656	-0.625986	0.0671877	0.132529	0.184932	0.104936	0.262029	0.199057	0.0773688	0.140675	0.0720421	1.95272	0.0268316	-2.15082	-1.90058	-1.00005	-0.38381	1.62582	-0.0358241	6.6929	-2.0923	2.25432	2.06784	-2.04277	-1.64273	-1.02201	-0.579105	1.57669	-0.417129	6.54565	-2.04533	2.10433	1.06263	-2.18871	-1.97908	-1.73052	-0.349357	1.93783	-0.175004	6.80059	-2.05683	1.86351	1.20753	-2.11567	-1.15083	-1.5332	-0.613205	0.885251	0.166952	6.371	-1.19116	2.24279	0.243257	-1.94741	-2.21002	-0.327946	-0.554778	2.27603	-0.0359164	6.71839	-2.02751	2.12981	2.18404	-1.87084	-2.09494	-0.124531	-0.686292	1.87502	-0.285235	6.75822	-1.23824	1.87753	1.0585	-2.12625	-1.46596	-0.896878	-0.316588	1.15514	0.336993	6.84207	-1.73523	1.95778	0.617798	-2.07945	-1.75133	-1.04034	-0.999151	1.87624	0.400075	5.93696	-2.40773	2.22269	1.80706	-1.92032	-1.96232	-1.28653	-0.238973	1.98169	-0.278017	6.7003	-2.09809	1.74835	1.42877	-2.00375	-1.62581	-0.713922	-0.368932	2.22222	0.550148	6.64287	-2.31122	1.92184	1.63049	-2.07347	-1.53946	-1.17596	-0.159691	2.27485	-0.23433	6.5091	-2.25135	2.16963	1.92864	-1.87274	-1.29181	-1.57389	-0.173425	1.53025	-0.179761	6.78891	-1.68334	2.20927	0.810815	-1.70208	-1.0134	-0.620446	-0.689515	0.613141	0.234785	6.61942	-1.58532	2.16823	-0.0931763	-4.153756e+01	5.293427e+01	1.139671e+01
83000	-2.08002	-1.72809	-0.135252	-0.427028	2.04798	-0.52074	6.83277	-1.47227	2.14071	0.372811	0.222123	0.0847504	0.120787	0.0784413	0.201295	0.0908008	0.156662	0.146515	0.0383579	0.603271	0.0237064	-1.86476	-1.80958	-0.759926	-0.308356	1.85099	-0.161743	6.50318	-1.90675	2.16705	1.62321	-1.0588	-1.8323	-0.380783	-0.72575	1.42748	-0.531886	5.87702	-2.32292	2.10731	1.00186	-1.6661	-1.98468	-1.12776	-0.491467	1.866	-0.339813	6.17502	-2.43584	2.07304	1.38591	-2.07927	-1.60973	-0.300597	-0.390327	1.25093	-0.356835	6.31924	-0.753738	2.13227	0.456168	-2.03164	-1.92251	-0.547321	-0.311284	2.04932	-0.266869	6.48678	-1.87771	1.97864	1.79718	-1.64512	-1.7753	-0.592292	-0.672675	1.53227	0.272145	6.3689	-1.48188	2.01343	1.04153	-1.85661	-1.44022	-0.983638	-0.0995016	1.17979	-0.151756	6.28212	-2.42452	2.10865	0.769258	-1.89628	-1.82869	-1.04499	-0.301963	2.05646	-0.184608	5.88073	-2.56192	1.75368	1.90975	-1.55593	-1.58944	-0.546012	-0.275412	1.68902	-0.258862	6.50292	-2.17548	1.99587	1.35809	-1.6847	-2.18574	-1.11888	-0.357772	1.95334	0.0545891	5.73952	-2.11995	1.96009	1.53203	-1.53009	-1.60462	-1.06097	-0.0136062	2.29077	-0.114836	6.46867	-2.46131	2.16715	2.1493	-1.59637	-1.53592	-1.12868	-0.264375	1.8146	-0.0240114	6.77536	-1.49821	1.85569	1.00921	-0.760123	-1.81995	-1.31984	-0.0246061	0.760997	-0.249483	6.38446	-1.48098	2.11645	0.285394	-3.289924e+01	4.056782e+01	7.668585e+00
83100	-1.59204	-1.32103	-1.58849	-0.307212	1.95519	-0.185495	6.81201	-0.754567	1.64055	2.24551	0.118829	0.121104	0.153984	0.076677	0.703255	0.210518	0.0570023	0.306243	0.112431	0.547604	0.0342471	-2.06029	-1.66581	-1.28305	-0.00632994	1.85294	-0.436548	6.89653	-1.67506	2.057	1.02375	-1.86746	-1.6949	-1.17611	-0.0108144	1.55334	-1.23169	6.75617	-1.94837	1.99037	0.608476	-1.83438	-1.28451	-1.89573	-0.019962	2.05101	-0.904406	6.55689	-2.59593	2.14375	1.58237	-1.97423	-1.23818	-0.648028	-0.084808	1.14707	-0.374432	6.76308	-0.763956	1.63509	0.119809	-1.72294	-1.74411	-1.27253	-0.0759095	2.15414	-0.204403	6.90386	-2.16181	1.89411	1.99398	-1.27095	-1.58575	-1.42164	-0.159622	1.85463	0.221147	6.89281	-1.85757	1.55123	0.85957	-2.27736	-1.73361	-1.85594	-0.540645	1.46163	-0.801905	6.62086	-0.915541	2.1779	0.71042	-1.94528	-1.99309	-1.44174	-0.337155	2.25002	-0.315198	6.76429	-1.78245	1.61248	1.55857	-2.08394	-1.53211	-1.11789	-0.189469	1.64193	-0.711995	6.40926	-1.8668	2.01444	1.16867	-1.88377	-1.2746	-1.72646	-0.214615	2.06015	-0.0761172	6.70944	-2.11029	2.26826	1.68273	-1.94945	-1.90815	-1.11281	-0.249182	2.23776	-0.103576	6.45789	-1.98725	2.06348	1.702	-1.83098	-1.91624	-1.23885	-0.568642	2.13748	-0.364614	6.82331	-1.61776	1.84673	1.09865	-2.24361	-1.20838	-1.26883	-0.0193577	0.814873	-0.0242443	6.77355	-1.81983	1.92929	-0.0455859	-3.183548e+01	3.630479e+01	4.469315e+00
