iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnPKidNDCVCC(1)	M_lnPBrnNDCVCC(1)	M_lnPBodNDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnPKidNDCVCC(1)	V_lnPBrnNDCVCC(1)	V_lnPBodNDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnPKidNDCVCC(1.1)	lnPBrnNDCVCC(1.1)	lnPBodNDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnPKidNDCVCC(1.2)	lnPBrnNDCVCC(1.2)	lnPBodNDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnPKidNDCVCC(1.3)	lnPBrnNDCVCC(1.3)	lnPBodNDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnPKidNDCVCC(1.4)	lnPBrnNDCVCC(1.4)	lnPBodNDCVCC(1.4)	LnPrior	LnData	LnPosterior
71700	3.07907	2.62762	0.722025	1.34855	0.418224	0.900142	0.0635963	2.44895	1.02277	1.68798	2.6142	0.418623	0.953773	0.674603	0.706463	0.46813	0.943788	0.0109562	0.506548	0.865349	0.805942	0.0124235	-0.493177	0.999885	-0.72743	0.337393	0.553916	1.33376	-4.11563	1.21761	2.03248	2.61534	3.8073	-0.849896	-0.949593	-0.00454391	4.34448	-1.12718	-0.724867	-1.78459	1.98766	-0.299322	0.277691	2.4089	0.0867636	0.196434	0.0713084	0.228974	0.0529581	0.512133	0.317881	0.0310937	0.13286	0.190926	0.0673022	0.0869607	0.131722	0.988044	0.0994691	0.42406	0.0339636	0.143102	0.08756	0.324249	0.0697036	1.50528	-0.310328	0.403694	1.85007	-0.315243	0.950708	-0.865096	-0.135037	0.550136	2.80162	-4.4895	1.52869	2.14552	2.07534	3.54191	-1.02722	-1.47849	0.295014	3.62484	-0.643312	-0.729122	-1.82973	1.80472	0.924545	0.734981	2.16539	-0.678553	0.865877	-0.812396	1.11777	1.16981	1.12824	-4.50981	1.20469	1.95595	2.06331	4.08104	-1.28237	-0.617494	-1.75789	4.49332	-1.4993	-0.53114	-1.65371	2.1744	-0.163618	0.221624	2.64486	-0.468462	0.75693	-0.685265	0.198915	0.630124	1.15381	-2.92182	1.47805	2.10076	3.22815	3.87589	-0.377531	-1.12228	-0.493917	4.30702	-1.57204	-0.641659	-1.455	2.28991	-0.439726	-0.0541946	0.787651	-0.732642	0.903667	-1.34491	0.71387	0.0273261	1.54498	-3.21579	1.39767	1.88276	2.28624	4.27997	-0.85496	-0.596115	0.464538	4.40779	-1.25757	-0.458067	-0.693848	1.78496	-9.241923e+01	-2.575990e+02	-3.500182e+02
71800	3.26904	2.66166	0.381138	0.682997	0.761854	0.799027	0.117157	1.44163	1.02025	2.3587	2.82241	0.315802	0.982947	0.801931	0.616938	0.443657	0.721907	0.0111356	0.347028	0.549827	0.759265	0.0111289	-0.405729	0.562438	-0.722955	-0.0413164	0.460242	0.968956	-4.43136	0.991855	  1.6	1.33981	4.50854	-0.523477	-0.242551	0.537854	3.93678	-0.975056	0.63475	-2.06041	1.74674	0.234744	1.0514	-0.0619596	0.117658	0.13012	0.0413163	0.0430765	0.20604	0.0600114	0.288153	0.0519366	0.055807	0.128249	0.047235	0.187671	0.0868504	1.0369	0.0241559	0.0428204	0.318937	0.111413	0.0344937	0.235893	0.20989	2.22202	-0.0563161	0.9186	0.462053	-0.965103	0.43831	-0.928369	-0.153446	0.983401	1.52377	-4.54594	0.775698	1.63471	1.80269	4.56122	-1.63376	0.103182	0.473585	3.86543	-0.972883	0.720867	-1.82652	1.76172	0.840354	0.699745	1.59081	-0.658301	0.740008	-0.748067	0.23248	1.0926	0.763483	-4.02698	1.08602	1.6643	0.893303	4.25212	-0.904314	0.0414608	-1.67037	4.06032	-1.02459	0.00419021	-2.00519	2.01508	0.457996	1.97347	-0.658813	-0.501419	0.175998	-0.734557	0.0226471	0.66803	0.88218	-4.04281	0.999395	1.83738	1.68855	4.55993	-0.78681	-0.341671	-0.425988	3.76727	-1.33903	-0.414707	-1.82808	1.74595	-0.0626649	0.360796	0.261776	-0.325819	0.469701	-0.766468	-0.149638	0.288519	1.46268	-3.84641	0.569993	1.48562	1.13899	4.49314	-0.391543	-0.325777	0.774119	3.91255	-1.02493	0.673497	-2.32071	2.19606	-5.989552e+01	-2.530927e+02	-3.129882e+02
71900	3.28365	2.27276	0.523333	2.17861	0.753109	0.653631	0.209814	1.64728	0.660553	2.46516	1.7724	0.351125	1.07033	0.637526	0.97414	0.518442	0.803472	0.0102572	0.601579	0.320314	0.724188	0.0100189	-0.59656	0.464419	-0.976774	-0.534815	0.204481	2.07632	-4.53047	1.01007	2.29987	0.968764	4.01907	-0.269288	-0.320153	-0.41012	3.47302	-1.30938	0.384058	-1.96292	1.95886	0.824648	2.07111	0.815508	0.0910649	0.0472288	0.533923	0.0234411	0.0410239	1.28133	0.20434	0.103243	0.153976	0.754114	0.110857	0.124814	0.0597117	0.307466	0.0684053	0.128163	0.0934252	0.0609244	0.20927	0.194079	0.0904263	1.66823	0.482181	1.98836	0.603039	-0.630253	0.258266	-1.47952	-0.646072	0.0699267	2.3228	-4.32582	1.19548	1.53755	0.510051	4.09233	-0.958144	-0.45481	0.375654	3.90055	-0.831771	0.571535	-2.10735	2.21157	0.695149	1.65465	0.873295	-0.525113	0.697079	-1.16504	-0.69226	0.513363	0.944033	-4.25178	1.25678	2.84024	1.5994	4.40058	-0.330032	-0.913005	-1.48522	3.50099	-1.08668	0.492385	-2.32651	2.08029	0.646424	2.34862	1.18208	-0.703648	0.423575	-1.88717	-0.636838	0.454998	0.297965	-4.3404	0.969737	2.38489	2.53251	4.18719	-0.626331	-0.451795	-0.55194	3.17493	-1.31739	0.141996	-1.64577	1.84315	0.676124	2.20374	0.693232	-0.604007	0.411623	-2.15706	-0.517401	0.089454	1.16853	-4.432	0.641512	1.42297	0.130766	4.20283	-0.386071	-0.287438	0.800297	3.97117	-1.45912	0.158354	-2.10801	1.32274	-7.979118e+01	-2.539161e+02	-3.337073e+02
72000	2.74691	3.17642	0.602847	1.51535	0.230901	1.10476	0.226907	2.5284	0.622504	2.03465	3.05861	0.266854	1.05456	0.930013	0.727737	0.566142	0.739034	0.0110077	0.752806	0.27721	0.961378	0.0130201	-0.172586	0.437034	-0.623655	-0.0876494	0.355048	1.3864	-4.1344	1.06772	3.01727	0.998015	4.29855	-0.628306	-0.396552	0.228637	1.57686	-1.19815	0.0955681	-2.46498	1.92512	0.613477	2.30101	0.890645	0.123584	0.101516	0.0854594	0.404714	0.123468	0.405981	0.117783	0.11376	0.0713885	0.309021	0.0698516	0.0390164	0.109946	0.506375	0.0692409	0.179446	0.120026	0.262834	0.0687694	0.158322	0.186364	0.781139	0.0796946	2.70329	-0.184771	-1.00157	0.52061	-0.949766	-0.735983	0.853166	1.92446	-4.04821	1.40497	2.97603	1.21152	3.78206	-0.790168	-0.659386	0.365923	1.92937	-1.48545	0.945139	-2.45622	1.84582	1.15371	1.6605	0.89168	-0.0147162	0.17375	-0.384132	-0.349505	0.867118	1.15873	-4.0008	1.01537	2.64608	1.46919	4.36118	-0.584329	-0.770988	-1.69637	1.76728	-1.02031	0.0889754	-2.44268	1.87401	0.255569	2.44653	1.66991	0.0279995	0.672889	-0.622502	0.0988033	0.929126	0.7494	-4.18415	0.993175	2.93222	0.975767	4.37942	-0.312838	-0.298913	-0.486548	1.72925	-2.00866	0.147843	-1.62867	1.85873	1.40156	1.98837	2.14571	-0.186122	0.540058	-1.09414	0.443809	0.0254464	2.08993	-4.12535	0.804838	2.96505	0.413005	4.42449	-0.541353	-0.399412	0.641484	1.42582	-0.886552	0.104062	-2.65472	1.77039	-7.484729e+01	-2.647286e+02	-3.395759e+02
72100	2.40032	2.69758	0.900578	0.919892	0.443007	1.07971	0.0860151	2.29937	0.3933	2.28092	3.24676	0.321099	0.991037	0.767382	0.749041	0.448007	0.77286	0.0104744	0.992421	0.311244	0.829519	0.0107311	-0.3162	0.123876	-0.370634	0.153024	0.295098	1.06915	-4.33157	1.10127	2.65263	0.963356	4.59458	-0.737521	-0.965193	-0.28149	1.65502	-1.28363	0.0581889	-1.7578	2.83423	0.873276	1.4141	-2.84951	0.0551938	0.0656882	0.368603	0.0886395	0.0952487	0.248576	0.0790574	0.0198259	0.0726402	0.398979	0.103745	0.0449109	0.0444779	0.857874	0.165711	0.0502859	0.106166	2.36966	0.239634	0.188251	0.112261	3.71359	0.529083	0.896942	-2.49485	-0.585186	0.304096	-0.993159	0.577698	0.589054	1.68617	-4.35246	1.06666	2.53742	1.08883	4.02383	-0.611709	-0.659953	0.392122	1.96981	-1.23774	-0.358439	-2.45332	3.03856	0.965389	2.07272	-0.123108	-0.184402	0.392061	-1.50426	0.266272	0.991041	0.91803	-4.25724	0.929136	2.49099	0.911301	4.32809	-0.962022	-0.748342	-1.54089	2.0024	-0.914912	-0.0735204	-2.43226	1.77753	-0.236184	1.21456	-2.70855	-0.455456	0.603548	0.215451	0.564098	0.748964	0.525752	-4.29428	1.09019	2.26577	2.07373	4.38649	-0.61734	-1.07117	-0.498459	2.14879	-1.40805	0.0607038	-1.56859	1.92182	0.926946	1.40062	-3.52888	-0.37947	0.410344	-1.84403	-0.176648	0.0927147	1.03314	-4.25378	1.07513	2.47906	0.723915	4.1329	-0.751638	-0.760391	0.538449	1.08374	-1.35877	0.448915	-0.50724	1.28686	-9.033460e+01	-2.557314e+02	-3.460660e+02
72200	2.57556	3.2316	1.34322	2.38793	0.645919	1.00869	0.115003	1.56267	0.526842	1.86052	2.1892	0.334857	0.904249	0.777097	0.802589	0.410422	0.743627	0.0188818	0.386543	0.37154	0.60021	0.0100092	-0.584344	0.698907	-0.264285	0.321159	0.588164	1.91607	-3.38559	1.07302	1.75025	1.52868	4.38723	-0.370018	-0.863314	0.226365	2.91724	-1.19035	0.626446	-1.79296	2.86563	0.113411	1.24667	-0.216932	0.0826115	0.071696	0.33198	0.29599	0.0942177	0.151399	0.104368	0.163396	0.0505065	0.108938	0.195829	0.140044	0.0779915	0.948544	0.202785	0.101416	0.0377861	0.637443	0.0811726	0.117254	0.091728	1.88809	0.184392	1.3136	-0.131604	-0.664947	0.546733	-0.41931	-0.217586	0.452652	1.5936	-3.46132	0.775001	1.66758	1.72532	4.58321	-0.766063	-1.22028	0.57212	3.23727	-0.776297	0.96134	-1.93469	2.89391	-0.0342382	1.12522	0.751823	-0.515218	0.364636	-0.715427	1.11636	0.8327	1.96186	-3.28553	1.07246	2.41803	1.44211	4.33941	-0.0241453	-0.698796	-1.6365	2.58265	-0.453899	0.613218	-1.89606	2.36792	0.14323	1.00673	-0.983601	-0.566007	0.631908	0.449273	0.76624	0.820177	1.38963	-3.888	1.22589	1.57448	1.94626	4.35453	-0.777264	-0.532356	-0.620137	2.04945	-1.30642	0.480118	-0.911263	2.75988	0.486395	1.79259	-1.36315	-0.586533	0.604607	-1.74196	0.690231	0.337463	1.99074	-3.6501	1.08652	1.90469	1.09078	4.463	-0.495168	-0.347011	0.55126	3.28834	-1.22036	0.27455	-2.90277	2.99326	-8.019512e+01	-2.573949e+02	-3.375900e+02
72300	2.75438	2.18238	0.369159	0.751324	0.835158	2.28737	0.11327	2.65323	0.623318	1.69033	1.61901	0.315827	1.04626	0.776697	0.586903	0.537521	0.893622	0.0152662	0.522065	0.420108	0.931485	0.0115544	-0.707898	0.0913974	-0.770177	0.322002	0.660667	2.22198	-2.87077	1.56568	2.00597	1.26046	4.52377	-0.444348	-1.21194	-0.93691	1.06665	-0.931853	1.16507	-1.40687	3.12728	0.299443	0.755556	0.260101	0.0562363	0.11735	1.97218	0.0771849	0.152834	0.173587	0.0657426	0.0365931	0.0500917	0.054422	0.159369	0.0595351	0.0471784	0.964135	0.0912695	0.135161	0.0273999	0.0494234	0.337243	0.274467	0.0852163	2.01684	0.479673	0.894225	-1.21426	-0.852243	0.453349	-2.16612	0.186189	0.652732	2.04832	-2.97717	1.44745	1.89791	1.14533	4.44265	-1.07864	-0.809571	0.275057	1.06606	-1.17988	1.07854	-1.57772	3.60481	-0.04342	1.00264	1.02535	-0.743338	0.98483	-1.42809	0.279186	0.7348	2.2981	-2.37532	1.09517	2.12897	1.46733	4.28367	-0.206008	-1.1029	-1.61582	1.47612	-0.563881	1.00988	-1.73825	1.96623	-0.0450417	0.691642	-0.929329	-0.99349	0.119342	1.47125	0.444055	0.69018	1.91222	-3.00184	1.57118	1.73737	1.46133	4.04933	-0.213734	-0.916195	-0.522367	0.834934	-1.03034	1.0221	-1.42172	2.58367	0.876632	1.1509	-1.82001	-0.955083	0.643562	-3.60324	0.103262	0.221197	2.71515	-3.11448	1.26577	2.50465	1.43956	4.40147	-0.326375	-0.719235	0.652318	1.2544	-0.715112	1.18525	-1.53185	3.21327	-8.032481e+01	-2.516875e+02	-3.320123e+02
72400	3.03056	1.51591	1.8296	3.28807	0.468266	0.608016	0.115443	1.38926	0.599904	3.11258	2.66315	0.349305	1.15518	0.616098	0.819526	0.50465	0.748365	0.0103063	0.421658	0.45868	0.849392	0.0146862	0.013	0.263104	-0.443715	0.975684	0.263272	0.511473	-2.42617	1.00557	2.03446	1.17287	4.28491	-0.485878	-0.548064	-0.658261	1.23784	-0.910833	1.1443	-1.59033	2.91673	0.177942	1.57891	-1.71324	0.159705	0.0343909	0.0776238	0.0880951	0.0718279	0.23953	0.272825	0.137547	0.0507502	0.0552407	0.411648	0.244091	0.253191	0.819252	0.0845456	0.31159	0.0641486	0.0843822	0.0498442	0.111569	0.359276	2.43136	-0.0289648	0.821636	-1.60727	-0.151996	0.18733	-0.51694	1.04605	0.0623833	1.87987	-2.47356	0.933241	1.9889	1.19224	4.53101	-0.924974	-0.992222	0.208014	1.36142	-0.59336	1.41693	-1.62808	3.02178	0.365171	1.25974	1.07096	0.351511	0.611228	-0.806453	1.10585	0.499892	0.132775	-3.51543	1.37274	1.92396	1.07217	3.70277	-0.107188	-0.566814	-1.68168	1.4151	-0.446802	1.0015	-1.63091	2.76934	0.0446387	2.33832	-1.21911	-0.0566307	-0.0265827	-0.164513	0.730798	0.733099	-0.172787	-2.13788	1.28665	2.16619	1.43746	4.18562	0.604027	-0.842175	-0.481313	1.78559	-1.56111	1.28414	-1.62502	3.33828	0.355291	0.840697	-1.78365	0.128893	0.484426	-1.32314	0.374454	-0.0624088	1.61193	-2.61289	0.948115	2.0462	1.41145	4.5815	0.26582	-0.296075	0.745347	1.4045	-0.97612	1.24521	-1.55759	2.945	-8.370106e+01	-2.628156e+02	-3.465167e+02
72500	3.12927	1.87512	0.510645	1.57076	0.621196	0.87528	0.140216	2.3961	0.256365	1.68623	2.71331	0.572175	1.05066	0.857051	0.568556	0.58568	0.827217	0.0119173	0.499191	0.544853	0.693423	0.0109095	-0.722944	0.271627	-1.2149	-0.0316295	0.190529	1.32344	-2.2145	1.46826	2.83822	1.89345	3.71054	-0.236304	-0.165423	-0.323539	2.27222	-1.11314	2.58781	-1.14009	2.68915	0.062064	0.700014	0.242008	0.0738964	0.0406866	0.0671009	0.145989	0.05269	1.57842	0.20208	0.052018	0.0348212	0.065242	0.0840827	0.394616	0.0221314	0.236249	0.167565	0.263447	0.129567	0.0797662	0.157891	0.0800455	0.174077	1.6057	-0.298042	1.82088	-0.126644	-1.03433	0.268648	-1.2024	-0.0389808	0.261351	2.78707	-1.95838	1.31181	2.86339	1.72267	4.2744	-0.78911	-0.229958	0.290167	2.541	-0.814095	2.29051	-1.28138	2.70051	0.109957	1.13901	1.0098	-0.851849	0.385556	-1.4462	-0.00575604	0.686018	0.698831	-1.89315	1.50852	2.73435	1.93894	3.51469	-0.123763	-0.273093	-1.88359	1.95051	-0.465325	2.62072	-1.70242	2.59829	-0.039843	0.405599	-1.88516	-0.598729	0.755716	-1.25012	0.275505	0.199073	-1.40524	-2.24056	1.70447	2.96749	2.04752	4.34215	0.0525114	0.132758	-0.522315	2.52732	-1.71862	2.74831	-1.16399	3.37167	0.169826	0.780418	1.66459	-0.981599	-0.0485184	-1.88343	0.353642	-0.0850547	2.0511	-2.14923	1.39677	2.84011	2.08161	3.42627	-0.548332	-0.289716	0.36084	1.60506	-0.563278	2.38763	-1.34219	2.22322	-8.273636e+01	-2.651632e+02	-3.478996e+02
72600	2.58871	2.21663	0.299468	0.548079	0.496925	0.952988	0.0923709	1.56451	0.455751	1.98233	2.90417	0.313678	1.0917	0.968314	0.644062	0.421886	0.751626	0.0128303	0.51087	0.307757	0.842482	0.0131499	-0.482783	0.440727	-1.04906	-0.00187395	0.415052	0.881396	-2.10403	1.01407	1.49945	1.9859	4.50812	-0.416031	-0.0504081	0.207263	4.21247	-0.899905	0.703355	-1.20924	3.07123	0.0418095	1.39822	-3.88404	0.12978	0.0711699	0.0324549	0.0490355	0.0701846	0.399011	0.0804355	0.0786448	0.227733	0.105612	0.0863089	0.0974134	0.147354	0.436286	0.107521	0.228007	0.0608266	0.0403534	0.0835005	0.0441101	0.0899038	3.16645	-0.027175	0.804152	-2.71542	-0.414388	0.0218398	-0.926537	-0.28823	0.703706	2.73046	-2.41817	0.676579	1.06635	1.83546	4.41303	-0.749261	-0.249143	0.523734	4.37657	-0.611873	0.803119	-1.90829	3.13836	0.328109	1.33632	0.717678	0.00130818	0.319466	-1.42991	0.342007	0.56544	0.183463	-2.25879	0.744168	1.95325	1.93098	4.47034	-0.771441	0.303318	-1.48262	4.42511	-0.256796	0.715516	-1.15046	2.44844	0.062652	1.118	-1.31951	-0.548489	0.570775	-1.22268	0.0970654	0.637461	0.42531	-2.22887	1.19478	1.3809	1.71478	4.18258	-0.540812	0.884816	-0.428743	4.55165	-1.4163	1.05583	-0.969389	2.95133	0.240742	0.987251	0.605916	-0.4971	0.075297	-1.43424	0.103709	0.082109	1.93978	-2.52272	1.15539	0.962092	1.83585	4.46822	-0.603973	-0.171259	0.642337	3.83212	-0.118383	0.757325	-1.06929	2.66854	-7.421532e+01	-2.533052e+02	-3.275205e+02
72700	2.99161	2.10611	1.10058	1.33448	0.512216	1.16812	0.176474	1.98431	0.847133	2.60637	2.64359	0.443352	1.08333	0.672445	0.776021	0.731034	0.749671	0.0112362	0.383024	0.376766	0.756938	0.0169285	-0.938677	0.932288	-0.265554	-0.179954	0.226668	1.20402	-3.15701	1.04609	1.61762	0.643722	4.22008	-0.934942	0.292074	-0.9137	2.35293	-0.725807	1.17562	-1.24989	2.72141	0.30099	1.19036	-1.78838	0.104829	0.0337309	0.0510469	0.0640273	0.137315	0.274124	0.102398	0.104457	0.182467	0.0374203	0.0531906	0.0622967	0.173453	0.484163	0.229099	0.341549	0.172454	0.08275	0.161901	0.219607	0.0884605	2.1845	0.269424	1.39294	0.163705	-1.055	0.657927	-0.199726	0.0961642	0.377151	1.61285	-2.88194	0.683813	2.37354	0.453187	4.38843	-1.18727	0.266598	0.374377	1.49938	-0.803501	1.31005	-1.3916	3.11836	0.436119	1.14076	0.672238	-0.46933	0.851194	0.0573044	-0.388827	0.479939	1.25756	-2.79475	1.36813	2.40601	0.494666	4.30804	-0.798909	-0.295154	-1.75368	2.54011	-0.420537	0.779077	-1.74113	2.08815	0.0665912	1.01193	-1.10359	-1.00703	0.995805	-0.1847	0.226674	0.815017	1.72529	-3.74	1.06834	2.47283	1.04668	4.15919	-1.10788	0.284309	-0.620291	2.34806	-1.20121	2.20564	-0.870713	2.22159	0.628094	1.40155	-0.866531	-0.720067	1.15179	-0.593555	-0.480644	0.182518	1.19271	-3.61311	0.817966	1.44124	0.705547	4.01441	-0.692025	0.397148	0.827431	2.33367	-0.418975	0.933044	-1.36703	2.42572	-7.697683e+01	-2.592147e+02	-3.361915e+02
72800	2.53828	2.10038	0.270323	0.803044	0.543856	0.401398	0.234257	1.11392	0.916772	2.63979	2.16998	0.278767	0.991752	0.805572	0.709239	0.358013	0.884592	0.0282107	0.448658	0.462854	1.29907	0.0113217	-0.807411	0.261741	-0.356123	-0.5654	0.4111	0.988671	-2.77205	1.28736	1.87754	1.12391	4.55368	-1.19421	-0.0359958	-0.0419284	1.60172	-0.438298	2.35246	-0.841583	2.77406	0.187366	1.40217	-1.5734	0.0879521	0.0437949	2.3155	0.0331224	0.0510829	1.43752	0.0419605	0.0769962	0.163322	0.0723855	0.0543958	0.0492373	0.0805365	0.526637	0.180728	0.0755771	0.16584	0.181943	1.04369	0.214514	0.18051	7.0087	0.397718	1.29713	-4.10436	-0.916324	0.480249	-2.21486	-0.428394	0.568388	2.95729	-2.88201	1.10622	1.18503	0.952256	4.53045	-1.02552	-0.0916298	0.306446	1.58927	-0.579975	1.61383	-1.52905	3.27996	0.271434	1.30675	0.886429	-0.704911	0.632626	0.145349	-0.385169	0.77262	0.365605	-2.8968	1.07253	1.75778	1.16561	4.30886	-1.01314	-0.29396	-1.52646	1.12192	-0.251651	2.30884	-0.877807	2.37364	0.515871	1.59516	0.138242	-0.321636	0.137303	0.0366361	-0.619996	0.648255	-0.698525	-3.05734	1.40115	1.91744	1.62162	4.36237	-1.35882	-0.480542	-0.569376	0.699461	-0.640062	2.43103	-0.485265	2.93609	0.734556	0.737996	-1.34378	-0.784541	0.210015	-3.4963	-0.409295	0.313619	2.24932	-2.93998	0.851124	2.32934	0.780025	4.57187	-1.28812	0.406498	0.760246	0.8591	-0.274443	2.12016	-0.456301	4.59021	-9.202551e+01	-2.581754e+02	-3.502009e+02
72900	3.22868	1.02417	0.532434	3.23416	0.531339	0.845947	0.0957219	2.61813	0.710467	2.32757	3.17552	0.290563	1.04616	0.742422	0.698402	0.533969	0.856941	0.0111826	0.813429	0.553415	0.828357	0.0113607	-0.550316	0.349798	-0.760376	0.559881	0.5141	1.24733	-2.01113	0.661799	1.84253	0.958928	4.24261	-1.93257	-0.301094	-0.492633	1.37077	0.254238	1.78061	-0.544848	2.40747	0.77472	1.81968	-0.602326	0.140033	0.114872	0.0690361	0.0615233	0.0281439	0.161314	0.223206	0.156793	0.0843534	0.15978	0.0429207	0.156721	0.0898567	0.350705	0.235319	0.0714641	0.0879174	0.200809	0.12646	0.0771001	0.158635	1.72375	0.219083	1.74402	-0.529282	-0.438477	0.412534	-1.15526	0.528779	0.441402	2.29505	-1.54828	0.907084	1.74478	0.16569	4.11197	-1.86052	-0.503969	0.429061	1.62486	0.0939903	1.48243	-0.52271	3.0747	0.876434	1.0976	-0.0778257	-0.394955	0.793924	-0.896461	0.467189	0.446551	0.992424	-1.42759	0.873358	1.85585	1.19774	4.15118	-1.78804	-0.288176	-1.71826	0.794294	0.38322	1.90354	-1.14334	1.90126	0.306292	2.05983	-0.972942	-1.04879	0.337613	-0.758031	0.372239	0.821879	1.56313	-1.41823	0.887699	1.84675	1.25905	4.29383	-2.15624	-0.245672	-0.391734	1.56995	-0.112279	1.5229	0.0122006	2.18772	0.780401	1.57788	0.121275	-0.90809	0.402705	-1.39353	0.37347	0.194764	1.37889	-2.63777	0.766461	2.20331	0.774846	4.57695	-1.90831	-0.0377084	0.831674	0.939342	-0.09229	1.93031	-0.488164	2.44211	-6.796918e+01	-2.551402e+02	-3.231094e+02
