iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
86000	0.97011	-1.73251	-2.25732	-1.78992	-0.0180892	5.3976	1.3683	0.136775	0.513044	0.16645	0.364131	0.382481	0.131131	0.105074	0.499878	0.301752	-1.55902	-2.80585	-1.32924	0.326027	5.956	1.39714	0.100884	-2.08464	-2.39361	-0.461305	0.516975	5.8235	1.2922	0.629618	-1.57386	-3.1554	-0.579318	0.211951	6.0254	1.46636	0.326909	-1.76716	-1.97621	-2.17814	-0.231481	5.39366	1.5262	0.924656	-0.600035	-2.88624	-1.77205	0.402576	6.16192	1.15896	0.104739	-1.41172	-2.66104	-0.118996	-0.889561	6.34044	1.11043	1.11286	-0.800428	-2.85006	-1.37923	0.633368	6.02468	1.05532	1.2868	-1.44472	-2.07782	-0.834177	-0.104725	5.96852	0.671883	1.02297	-1.27275	-2.36416	-1.32521	-0.851705	5.92734	0.933024	1.69733	-1.58502	-1.82576	-0.439389	-0.441541	5.69609	0.750595	2.20924	-1.36695	-2.6184	-0.985706	-1.11771	6.02361	0.622602	1.32329	-0.891547	-2.0983	-0.668329	0.687599	6.24548	1.22061	0.89628	-1.07241	-1.54437	-0.692652	0.375154	5.65948	1.03536	1.32639	-0.959579	-1.62536	-0.589749	-0.199003	6.17688	0.871698	-5.685395e+01	-1.082907e+04	-1.088593e+04
86100	0.170188	-0.759171	-0.558525	-1.93393	-0.738228	5.93446	0.256684	0.355263	0.362314	0.52709	1.70806	0.106288	0.284238	0.22735	0.499928	0.00978784	-0.881308	-1.54835	-1.74633	-0.563102	5.65895	0.472318	1.52906	-0.64916	-1.10269	-2.15678	-0.482459	5.69463	0.13241	0.68277	-0.163439	-1.34338	-0.72695	-0.453717	5.47961	0.566976	1.2103	-0.497723	-2.22364	-0.186003	-0.532639	5.99602	-0.0609631	1.00051	-1.19988	-0.669533	-0.978636	-0.816107	5.35123	0.160706	0.572719	-0.181475	-1.52558	-1.19768	-0.553869	6.48301	0.413561	0.208532	-1.88474	-0.771309	-2.05868	-0.290466	5.64811	0.649678	0.0755465	-1.30491	-0.182274	-1.49196	-0.640716	5.70401	-0.560157	0.15147	-1.3653	-0.250381	-1.54843	-0.552333	5.4652	-0.272085	0.403874	-0.450089	-0.983433	-1.33415	-0.0974498	5.63769	-0.286322	0.45071	-0.804807	-0.0324414	-0.488912	-0.179792	6.27368	-0.131547	0.332967	-1.3513	-1.10508	-1.32585	-0.20316	5.41839	-0.635	0.380418	-0.191974	-0.420735	-1.69441	-0.409332	5.89165	-0.214623	0.935553	-1.16481	-1.49288	-1.94708	-0.754258	6.09078	0.0940191	-5.941352e+01	-1.082800e+04	-1.088741e+04
86200	1.56753	-1.73644	-0.0218815	-1.65703	-0.622405	5.96222	0.710191	0.256391	0.0977379	0.561522	0.0577614	0.144436	0.715584	0.229441	0.499935	2.22682	-1.52226	-0.106428	-1.48698	-0.675474	6.35736	-0.274121	2.16711	-1.35494	-0.59227	-1.18314	-0.596439	6.37788	-0.193803	1.93792	-1.99578	-0.0901706	-1.74806	-0.168596	6.23233	-0.0966196	2.27319	-1.98251	-1.14559	-1.38995	-0.195454	5.87584	-0.263948	2.13541	-1.2615	-1.6774	-1.0696	-0.437804	6.28488	0.0304568	1.70745	-1.54894	-0.586703	-1.67923	-0.818865	6.66365	-0.311951	1.68641	-1.51912	-0.773126	-1.54067	-0.914491	5.36424	-0.503173	1.58706	-1.94021	-0.791965	-1.46364	-0.723344	6.54563	0.100821	1.38551	-2.03747	-0.938642	-1.71878	-0.746644	6.08249	0.330017	1.88884	-1.78636	-0.770131	-1.17765	-0.881561	6.08709	0.287192	1.17086	-1.74928	-1.97536	-1.01317	-1.23738	6.66204	0.0285085	1.3992	-1.65692	-1.15781	-1.68027	-0.310875	6.65189	-0.434575	0.873443	-1.19385	-0.575058	-1.69454	-0.554174	6.08003	-0.247691	1.33122	-2.20578	-0.776563	-1.37531	-0.938568	6.43695	0.841643	-3.485426e+01	-1.082786e+04	-1.086271e+04
86300	0.769372	-2.28338	-0.153332	-1.01278	0.136948	6.09487	0.67752	0.221595	0.116645	0.113604	0.144384	0.304765	0.246803	0.0700401	0.499997	1.30103	-2.28404	-0.368879	-0.420285	-0.610923	5.52556	0.486588	1.3937	-3.14816	-0.468753	-0.609638	-0.51043	5.56272	0.479273	1.88403	-2.77846	-0.278419	-0.197692	-1.5625	5.55925	0.374329	1.31744	-2.19935	-0.195715	-0.727586	-2.12585	5.91911	0.569392	0.693908	-2.07708	-0.809223	-0.625745	0.031532	5.91135	0.893073	1.70478	-2.84418	-0.274253	-0.308243	-0.715794	6.56355	0.70573	1.66978	-1.97775	-0.180907	-0.357857	-1.10806	5.90799	0.265376	0.368505	-2.98192	-0.143058	-0.468568	0.466108	6.5205	1.04086	1.25829	-3.06858	-0.162169	-0.152564	0.67334	6.12938	1.0018	1.21885	-2.69779	-0.2153	-0.873842	-0.130564	6.22956	0.92436	1.20663	-3.14179	-0.0658803	-0.313685	0.148279	6.19404	0.805717	1.383	-3.13112	-0.105651	-0.0947636	0.513435	6.42569	1.20082	0.233689	-3.25049	-0.498287	-0.353744	0.0871585	6.35923	1.27708	0.250578	-2.97232	-0.501798	-0.961747	-0.0154479	5.79317	1.08931	-3.247276e+01	-1.082652e+04	-1.085899e+04
86400	0.712777	-2.51171	-0.847803	-0.186804	-2.15692	6.42754	1.47898	0.162416	0.120854	0.15435	0.164545	0.264165	0.352579	0.127518	0.499968	0.673979	-2.72742	-1.05497	-0.349765	-1.22058	5.62931	0.715165	0.657058	-2.15625	-1.00975	-0.228105	-1.16001	5.93513	0.624162	0.464986	-3.15834	-1.29072	-0.686266	-1.17867	6.08766	0.25452	0.410947	-3.11181	-0.982285	-0.668806	-2.27819	5.66815	0.978068	0.795148	-2.21113	-1.28074	-1.2869	-2.08175	5.81934	0.483927	0.458058	-2.40802	-1.30839	-0.0492422	-0.946671	5.93026	0.662394	1.23928	-2.61023	-0.735551	-0.504922	-1.88604	6.319	1.23589	0.936423	-2.1856	-0.84632	-0.4497	-1.6522	6.22815	1.28915	0.795957	-2.08841	-0.558228	-0.290791	-1.3725	6.41452	0.765981	1.62746	-2.7674	-1.05368	-0.509427	-0.963651	6.39354	1.22241	0.659847	-1.94274	-1.05707	-0.45168	-1.69676	5.65935	0.961466	0.321241	-1.61669	-0.885116	-0.305185	-1.55684	6.49818	1.01202	0.56685	-1.74826	-1.42618	-1.46615	-1.11251	6.62753	1.48071	0.408989	-2.38965	-1.01612	-0.431929	-1.14987	5.86552	0.969821	-3.717217e+01	-1.082715e+04	-1.086432e+04
86500	1.01941	-2.33375	-0.40172	-0.36299	-1.11353	5.77042	0.196545	0.462793	0.157692	0.107597	0.810212	0.200551	0.331064	0.0837967	0.499976	2.20043	-2.63797	-0.358729	-1.87225	-1.01915	5.84554	0.740371	1.9268	-2.28683	-0.018934	-1.4764	-1.8838	5.60314	0.892378	1.90122	-2.0071	-0.411878	-0.665819	-0.484232	5.9434	1.51418	2.08994	-2.71823	-0.15783	-1.71797	-0.631053	6.13259	1.12921	2.0836	-2.69448	-0.638942	-1.35291	-0.932817	5.64199	0.744925	2.03724	-2.44779	-0.71326	-0.406998	-0.521599	5.55585	0.601673	1.92349	-2.76712	-0.667662	-1.07162	-1.66218	6.21693	0.959663	0.706721	-2.00629	-0.480977	-0.220824	-0.739933	6.17057	-0.210214	0.349647	-2.02408	-1.60854	-1.0128	-0.106798	6.01045	-0.55081	1.66918	-1.68871	-0.583211	-0.880351	-1.65109	6.117	-0.155195	0.286946	-2.12353	-0.877488	-0.160948	-0.31903	5.82154	-0.52008	1.08511	-2.07242	-0.39978	-1.67993	-1.31353	6.04741	-0.388605	0.95639	-1.74019	-0.675312	-1.37483	-0.840861	5.38458	0.0401881	1.13168	-2.129	-1.03162	-0.548492	-0.855981	6.48586	-0.00356852	-5.192407e+01	-1.082698e+04	-1.087890e+04
86600	2.15855	-1.19684	-0.140137	-1.02758	-0.138379	6.13508	-0.222154	0.107564	0.117011	0.120045	0.47233	0.479751	0.184897	0.047934	0.499837	2.1939	-1.13308	-0.179075	-1.24265	0.157029	5.81633	-0.269124	2.03337	-1.56727	-0.443624	-1.41973	-1.21544	6.41228	-0.15653	1.90835	-1.46487	-0.441536	-0.414498	-1.05743	5.31878	-0.420057	1.70378	-1.48512	-0.457991	-2.12218	-0.0716492	5.90131	-0.100536	1.67602	-1.14464	-0.0564838	-0.341492	1.15459	5.74433	-0.569804	2.1974	-1.37168	-0.451282	-1.27508	0.790102	6.17505	-0.220418	1.87117	-1.30798	-0.37891	-1.22917	-0.0180524	6.25325	0.0452897	2.25139	-1.64691	-0.696295	-0.821378	-0.587982	5.78906	-0.206241	2.02462	-1.58484	-0.457519	-2.24399	0.0393837	5.71701	-0.437108	2.04337	-2.38516	-0.239873	-0.439488	-0.423547	5.70182	-0.131654	2.18128	-2.06583	-1.2181	-0.638082	-0.362091	6.20592	-0.626707	1.85855	-2.43952	-1.38084	-1.36047	-0.462878	5.38486	-0.0255455	1.77495	-2.21408	-0.475436	-0.989487	-0.592775	5.93724	0.0433623	2.0489	-2.03576	-1.10199	-0.648574	-0.379332	6.40382	-0.261658	-3.619129e+01	-1.082995e+04	-1.086614e+04
86700	1.64601	-1.58386	-1.91553	-0.0908089	0.533736	5.78034	0.396769	0.131161	0.153129	0.132543	0.183728	0.504083	0.228108	0.0733047	0.499943	2.04473	-1.75754	-1.27559	-0.0931943	0.723283	5.70512	0.482586	1.86743	-1.48074	-0.725381	-0.278525	1.61505	5.45261	0.60958	2.05861	-1.56594	-1.65551	-0.0450326	0.649873	6.34742	0.68296	1.93242	-1.54901	-1.45443	-0.734126	1.01525	5.3035	0.0111585	1.87292	-1.27349	-1.66696	-0.191651	1.18926	5.88376	0.298319	1.88858	-1.64118	-0.440622	-0.806048	0.0154793	5.56483	0.25644	2.02166	-1.86217	-1.04148	-0.238026	-0.512706	5.9341	0.337283	1.54234	-1.72188	-2.6981	-0.398535	0.281163	6.06788	0.62993	1.60649	-0.97522	-3.1125	-0.734636	0.741406	6.01762	0.578263	1.11026	-2.29416	-3.38753	-0.306623	0.379394	6.15406	0.614639	1.47154	-1.15464	-2.48001	-0.877854	0.843367	6.49336	0.791754	1.78073	-1.64132	-3.47944	-0.752346	0.375253	5.96187	1.03787	1.12404	-2.32512	-2.37976	-0.480527	0.345462	5.54362	0.19877	2.00641	-1.60028	-3.31207	-0.434363	0.672512	5.90895	0.601463	-3.622146e+01	-1.082768e+04	-1.086390e+04
86800	1.92661	-0.12445	-2.41144	-0.694325	0.963364	5.88499	0.69024	0.152605	0.184696	0.161796	0.413855	0.254241	0.123584	0.0695191	0.499977	2.02269	-0.752858	-2.65143	-0.580126	1.90527	6.06948	0.758923	1.90245	-0.524139	-2.45031	-0.915893	1.53061	6.0607	0.604863	2.12202	-1.20927	-3.02258	-0.585741	0.877934	6.16132	0.392892	1.59769	-0.72988	-2.58944	-0.992858	2.26373	6.11292	0.743858	1.8786	-1.14523	-1.84851	-0.654057	1.52334	5.78579	0.497873	1.97511	-1.24385	-2.64626	-0.631127	1.62275	5.51128	0.207259	1.44112	-0.226176	-3.00542	-0.459535	2.08159	6.37455	0.397296	1.62173	-0.125706	-2.45149	-1.49129	0.862718	5.85387	0.867969	1.90109	-0.293409	-2.19716	-1.6384	0.417559	6.45621	0.754344	1.51397	-0.582524	-2.29901	-1.45124	0.968351	6.36167	0.889846	1.44606	-0.543297	-2.76846	-1.70883	0.952024	5.69706	0.763537	2.22939	-0.996095	-2.85317	-0.826002	0.855584	5.78909	1.00637	1.98119	-0.608826	-1.86584	-1.41243	0.742504	5.64468	0.893075	1.011	-0.215037	-2.79496	-1.3324	-0.191254	5.70582	1.01161	-3.093382e+01	-1.082695e+04	-1.085789e+04
86900	2.22665	-2.6507	-0.595278	-2.22224	0.919535	5.30747	1.11642	0.0552566	0.0835898	1.72671	0.100319	0.326911	0.190353	0.375339	0.499999	1.76639	-2.16603	-0.826859	-1.96494	0.554215	5.66274	1.09538	1.4986	-1.54824	-0.995319	-2.28379	1.28294	5.94405	0.310596	1.88855	-1.84318	-2.34836	-2.02732	0.197021	5.9631	0.137319	1.54323	-2.22973	-0.862762	-1.68244	0.304858	5.39015	0.934635	1.52708	-2.04967	-0.978086	-1.53506	0.493003	5.32845	1.55711	1.62752	-2.09219	-2.11024	-1.66198	-0.37376	5.5885	0.625101	1.47203	-1.68517	-0.990302	-2.15826	0.0485012	5.9938	0.329079	2.16636	-2.65428	-1.35948	-2.16417	1.59031	5.44933	0.617813	2.262	-2.02669	-2.5949	-2.23177	1.49098	5.54637	0.0820509	2.24606	-3.02537	-0.314171	-2.07212	1.40427	5.30384	0.481417	2.18257	-2.98815	-1.96426	-2.14925	0.93307	5.4688	0.59542	2.05176	-3.02387	-2.00614	-2.09863	1.399	5.55831	-0.0421217	2.12584	-2.35253	-0.814331	-2.13572	2.2626	5.40096	0.699139	2.17915	-3.04885	-0.834034	-1.73185	1.51031	5.89131	1.10295	-3.698074e+01	-1.082649e+04	-1.086347e+04
87000	1.98497	-1.44349	-0.913807	-1.94556	0.149172	6.44068	0.523989	0.10505	0.353938	0.0751171	0.0648438	0.659745	0.197535	0.466909	0.499985	2.21658	-2.29155	-0.970023	-1.43526	0.535082	6.08676	0.907479	2.11097	-1.61351	-1.30157	-1.33705	0.673159	5.94705	0.244527	2.23241	-2.28524	-0.885635	-1.54382	-0.410539	6.44081	0.180106	1.86034	-1.8392	-0.830882	-1.4817	-0.0786733	5.32051	0.132214	1.94408	-2.23534	-1.67809	-1.25912	-0.810201	6.35459	0.956568	2.05901	-2.80404	-1.27976	-1.34582	1.14034	6.60057	0.393991	2.19496	-3.3515	-0.830249	-1.42722	0.793907	5.91436	1.1267	1.75463	-1.64775	-0.529475	-1.72453	0.923328	6.22593	0.254805	1.7756	-1.62161	-0.211466	-1.52547	1.1947	6.17085	-0.235452	1.19539	-1.66099	-0.818261	-1.86515	0.594008	5.81888	0.639416	1.43787	-1.96186	-0.494398	-1.50831	0.492515	6.32137	0.213599	1.12688	-1.39041	-0.404214	-1.60295	0.371022	5.98412	0.17218	1.49596	-2.1566	-0.547236	-1.66221	0.304607	5.63557	0.825059	1.831	-1.74504	-0.609559	-1.94482	0.958492	6.42514	0.620445	-3.953741e+01	-1.082678e+04	-1.086632e+04
87100	2.01847	-1.77538	-1.71257	-1.18074	0.785563	6.04854	0.0114887	0.0671947	0.128707	0.204767	0.223874	0.196706	0.262011	0.0596086	0.499874	2.11391	-1.32443	-1.8613	-0.619072	1.28534	6.60319	0.00292789	2.21665	-1.19443	-1.75257	-1.17396	1.50427	6.57485	0.438027	2.06454	-0.976202	-2.67773	-0.184013	1.75693	6.17139	0.00592679	1.98737	-0.86006	-2.44621	-1.17838	1.12184	6.48516	-0.218841	2.11602	-1.69917	-1.61517	-0.905267	0.93381	6.43985	-0.0386764	2.28439	-1.19995	-2.0822	-0.627874	0.68518	5.94816	-0.125568	1.89099	-1.61629	-2.40983	-1.33283	1.6446	6.52898	0.147311	1.94132	-1.46806	-1.45693	-1.64909	1.04343	6.44099	-0.123573	2.0542	-1.47187	-2.08568	-0.905336	1.01326	6.13633	-0.119804	2.01054	-0.911211	-1.58829	-1.66916	1.05965	6.5361	-0.0420427	2.03221	-1.40428	-0.557875	-1.61133	1.68782	6.16504	-0.125738	1.77492	-1.76386	-2.27849	-0.714925	0.95183	5.92443	-0.219233	1.94666	-2.06327	-1.44133	-1.10514	1.36381	6.66702	-0.116158	1.71453	-1.51896	-1.26561	-0.723007	0.557599	6.1804	-0.159837	-2.190335e+01	-1.082916e+04	-1.085107e+04
87200	2.12692	-0.119068	-2.8882	-1.9083	0.992119	6.64125	-0.0635141	0.118589	0.171714	0.391785	0.11553	0.369753	0.190295	0.503553	0.49999	1.99447	-0.435908	-3.07388	-2.14937	1.13316	5.72436	0.82231	1.99251	-0.159976	-2.56082	-2.05763	1.07837	6.09043	0.321921	1.96147	-0.724358	-2.28507	-2.29605	1.69951	5.66295	0.685154	2.00373	-0.766104	-3.14389	-1.90994	0.662516	6.31192	0.505906	2.02272	-1.00491	-3.20488	-2.01421	1.28776	5.34391	0.907804	2.17449	-0.696119	-2.98544	-2.09421	1.33968	5.96422	0.845172	1.91498	-0.141989	-2.3665	-2.09849	1.48712	5.47909	-0.105939	1.78971	-0.704545	-4.3647	-2.00542	-0.0607447	6.57269	0.197516	1.83993	-1.12757	-5.27444	-1.56672	-0.240826	6.20003	0.292022	1.35507	-0.956781	-4.84267	-1.74269	1.36147	6.52063	0.831364	1.72788	-1.17845	-3.711	-1.61639	0.164159	6.65123	1.00915	1.98809	-0.371834	-5.19119	-1.51443	-0.447644	6.15096	-0.458372	2.05615	-0.176498	-3.6772	-1.84736	0.728669	6.5428	0.767252	1.59089	-1.15445	-3.73264	-1.93936	-1.23695	6.26038	-0.00486686	-4.321507e+01	-1.082668e+04	-1.086990e+04
87300	1.52534	-0.161961	-5.19824	-2.24469	0.169492	6.15073	1.01061	0.0546536	0.0356188	0.532171	0.0847524	0.0438751	0.120777	0.420268	0.499998	1.81263	-0.0726844	-4.61066	-1.80154	0.223413	6.58868	0.66189	1.57223	-0.0696551	-4.80358	-1.69763	0.331045	6.59125	0.961831	1.79825	-0.23007	-5.61562	-2.13751	0.0719466	6.17183	1.59717	1.88207	-0.0899697	-4.69382	-2.01413	-0.149349	6.55233	0.455253	1.89102	-0.0209328	-5.0022	-1.58839	0.0656127	6.01916	0.379247	1.94595	-0.245316	-5.64175	-1.84622	0.19338	6.67985	1.02729	1.83308	-0.0462886	-3.00225	-1.61679	0.352661	6.43247	0.109488	1.3606	-0.309031	-4.02242	-1.69622	0.136622	6.1613	1.09644	0.98535	-0.234424	-4.06529	-1.44048	0.564224	6.42387	0.147397	1.01072	-0.20347	-5.71081	-1.5298	-0.0817809	6.23406	1.45924	1.90818	-0.118031	-2.90253	-1.9224	0.113853	5.56243	1.52474	0.96322	-0.0846679	-4.20792	-2.01549	0.193696	5.79683	0.0372817	0.878541	-0.117187	-3.19627	-1.50408	-0.00273674	6.09732	1.09248	1.32724	-0.74711	-4.58599	-1.83885	-0.495022	6.31154	0.774091	-2.982691e+01	-1.082650e+04	-1.085633e+04
87400	0.972262	-0.574851	-5.21236	-2.07024	-0.0914044	5.64611	-0.239543	0.560535	0.144848	1.32931	0.552239	0.130741	0.146205	0.293646	0.499972	1.55556	-1.06087	-6.40551	-1.90333	0.110837	5.40004	0.883729	1.63146	-1.70755	-5.21915	-1.24756	0.150013	5.43026	1.39228	0.975263	-1.70621	-5.91007	-1.82854	-0.373718	5.47511	0.96972	2.01306	-1.69507	-6.23067	-1.47622	0.275026	5.4112	0.0345529	0.850954	-0.948285	-5.3239	-0.630251	-0.387153	5.38452	0.506043	1.33411	-1.71482	-6.51465	-1.95255	0.289861	5.76499	-0.394106	1.86449	-1.63722	-6.25445	-1.60157	0.617854	5.61835	1.29944	1.5557	-0.785961	-4.88415	-1.50586	0.0319369	5.98713	-0.420627	1.31516	-0.516035	-6.26477	-0.951359	0.287156	6.2948	-0.648229	1.53112	-0.714278	-3.73397	-2.16145	-0.328444	6.25337	-0.452919	2.10157	-0.705277	-3.71949	-2.07952	-0.0119966	6.37408	-0.502109	1.57492	-1.0029	-4.97643	-1.58433	0.542068	6.10759	-0.231254	1.13621	-0.99842	-4.43587	-1.75358	0.0323228	5.4014	-0.114109	0.738349	-1.24386	-4.33876	-0.849554	0.303906	6.40414	-0.604448	-6.260351e+01	-1.082706e+04	-1.088966e+04
87500	1.66831	-0.0610454	-5.65806	-1.0715	1.19731	6.42346	-0.364986	0.104552	0.108422	0.0821911	0.0976841	0.467532	0.115657	0.1112	0.499919	1.31635	-0.456267	-5.27175	-1.32088	0.427303	6.48749	-0.33339	2.02028	-0.308358	-5.86901	-0.961795	-0.117572	6.56189	-0.243667	1.5623	-0.675904	-5.27523	-1.3604	-0.988419	5.92704	0.321462	2.22033	-0.660993	-5.05368	-1.2523	-0.82691	6.0693	0.198236	1.41226	-1.09083	-5.34408	-1.65315	-0.0906721	6.4067	-0.148765	1.25593	-0.209625	-5.41813	-1.16613	1.05175	6.43728	-0.170935	1.3212	-0.771492	-5.07746	-1.5292	0.224481	6.46161	-0.372724	1.71472	-0.411618	-5.47032	-1.51346	0.339559	6.66869	-0.469231	2.03895	-0.68034	-5.09213	-2.07009	1.3226	6.50187	-0.663412	1.34711	-0.3498	-5.36796	-1.59344	0.616572	6.57202	-0.471661	1.74873	-0.53835	-5.74375	-1.21429	1.52097	6.66617	-0.490486	1.52082	-0.342397	-5.21923	-1.83749	1.20194	6.43698	-0.297972	1.81745	-0.0582135	-5.68702	-1.92816	-0.234868	6.62107	-0.298784	1.43741	-0.146183	-5.67298	-1.83609	0.136068	6.54697	-0.471209	-1.999153e+01	-1.082820e+04	-1.084819e+04
87600	0.78923	-1.84942	-5.21097	-1.61542	0.308681	6.16391	-0.470082	0.750979	0.0398393	0.160562	0.136431	0.305982	0.156406	0.0693833	0.49999	0.626873	-1.63204	-4.98435	-1.88288	0.00346722	6.07431	-0.662618	0.647047	-1.4911	-5.208	-1.75839	0.133235	5.3802	-0.119104	0.309936	-1.5894	-5.11121	-2.03351	0.0484253	5.79314	-0.26863	2.04179	-1.66487	-4.18125	-1.48484	1.0151	6.15865	-0.520414	1.30577	-1.65418	-5.02906	-2.12287	-0.800967	5.78205	-0.478695	0.436286	-1.87946	-4.54357	-2.08041	0.148514	6.00245	-0.603729	0.801997	-1.73445	-4.4868	-1.63202	-0.0092881	5.68109	-0.220493	0.159083	-1.61238	-4.97493	-1.61852	0.0471902	5.86718	-0.144293	1.37996	-1.65878	-5.20863	-0.998476	0.0421443	5.82713	0.226473	0.94174	-1.88877	-5.35349	-1.62598	-0.657996	6.63538	0.134996	1.34347	-1.51671	-5.36847	-1.82105	-0.0120368	6.06283	-0.126593	0.10111	-1.62695	-4.93051	-1.49564	-0.548321	6.01968	0.0543252	0.313104	-1.67958	-4.83791	-1.30876	-0.0181822	5.99799	-0.642485	0.0158688	-1.58606	-4.99022	-1.78676	-0.157059	5.81834	-0.224717	-2.616483e+01	-1.082668e+04	-1.085284e+04
87700	0.0936231	-1.28096	-3.75409	-2.2954	-0.73354	5.3726	0.082319	0.307077	0.227057	0.0850953	0.0871515	0.270398	0.346817	0.406258	0.499987	0.269737	-1.58412	-3.95711	-2.27756	-0.255606	6.02796	0.583926	0.365438	-1.39521	-4.03206	-2.17007	-0.865713	6.45444	0.422338	0.778416	-1.0625	-4.13861	-2.15336	0.911696	6.03232	0.305274	0.197577	-1.57463	-3.55478	-2.08032	-0.281024	6.12143	0.565062	0.305956	-1.62066	-3.81848	-2.24212	0.100511	6.43846	-0.00684573	0.461237	-1.95242	-4.26563	-1.63195	-0.0969578	5.3569	0.239972	1.21358	-2.41076	-4.03991	-2.15818	0.308475	5.96987	0.347505	0.241172	-1.9035	-3.65282	-1.81802	-0.330991	5.42108	0.0631671	1.10422	-2.77962	-3.57962	-1.09982	-0.726648	5.6985	-0.188879	0.36959	-1.62275	-4.43812	-2.06351	-0.922483	6.34973	-0.147342	0.787208	-1.81244	-3.47947	-1.61211	-0.0701886	6.59442	-0.229422	0.168888	-1.82574	-3.51344	-1.64284	-0.11551	6.5498	0.184761	1.52249	-2.10592	-3.79172	-1.82564	0.583671	6.51041	0.036863	0.733374	-1.8716	-3.95538	-1.84975	0.203061	5.83921	-0.35881	-4.398649e+01	-1.082675e+04	-1.087074e+04
